"","Unit","Female","Infant","Date.birth","Date.nextbirth","IBI","Date.takeover","Dataset","Month","Time1","Time2","Birth","Takeover.fix","Takeover.timevarying","Sex.infant","Parity","Avg.temperature","Cumulative.rainfall","Season","Rainfall.cat","Temperature.cat"
"2985","V","F232","F233",2011-11-08,2014-09-17,34.2295081967213,NA,"conservative",33,32,33,0,0,0,"F","primi",8.41666666666667,898,"ColdWet","Wet","Cold"
"2982","V","F232","F233",2011-11-08,2014-09-17,34.2295081967213,NA,"conservative",34,33,34,0,0,0,"F","primi",7.74516129032258,1180.3,"ColdWet","Wet","Cold"
"2963","V","F232","F233",2011-11-08,2014-09-17,34.2295081967213,NA,"conservative",35,34,35,1,0,0,"F","primi",8.51612903225806,1280,"ColdWet","Wet","Cold"
"2903","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",1,0,1,0,0,0,"F","multi",6.68064516129032,60.2,"ColdDry","Dry","Cold"
"2916","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",2,1,2,0,0,0,"F","multi",8.54516129032258,1.6,"HotDry","Dry","Hot"
"2905","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",3,2,3,0,0,0,"F","multi",9.18620689655172,7.7,"HotDry","Dry","Hot"
"2917","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",4,3,4,0,0,0,"F","multi",9.4,6.62,"HotDry","Dry","Hot"
"2915","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",5,4,5,0,0,0,"F","multi",10.8566666666667,75.1,"HotDry","Dry","Hot"
"2902","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",6,5,6,0,0,0,"F","multi",8.63225806451613,359.8,"ColdWet","Wet","Cold"
"2897","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",7,6,7,0,0,0,"F","multi",8.04333333333333,929.38,"ColdWet","Wet","Cold"
"2911","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",8,7,8,0,0,0,"F","multi",7.76774193548387,1329.6,"ColdWet","Wet","Cold"
"2913","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",9,8,9,0,0,0,"F","multi",9.13548387096774,1243.5,"ColdWet","Wet","Cold"
"2898","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",10,9,10,0,0,0,"F","multi",7.39,687.6,"ColdDry","Dry","Cold"
"2914","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",11,10,11,0,0,0,"F","multi",7.29354838709677,303.1,"ColdDry","Dry","Cold"
"2901","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",12,11,12,0,0,0,"F","multi",6.61666666666667,100.7,"ColdDry","Dry","Cold"
"2904","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",13,12,13,0,0,0,"F","multi",7.29677419354839,86.5,"ColdDry","Dry","Cold"
"2912","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",14,13,14,0,0,0,"F","multi",8.90967741935484,5.8,"HotDry","Dry","Hot"
"2906","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",15,14,15,0,0,0,"F","multi",9.47241379310345,16.2,"HotDry","Dry","Hot"
"2896","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",16,15,16,0,0,0,"F","multi",9.45161290322581,51.4,"HotDry","Dry","Hot"
"2910","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",17,16,17,0,0,0,"F","multi",9.83666666666667,146.2,"HotDry","Dry","Hot"
"2899","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",18,17,18,0,0,0,"F","multi",8.7741935483871,398.8,"ColdWet","Wet","Cold"
"2900","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",19,18,19,0,0,0,"F","multi",7.89,1560.5,"ColdWet","Wet","Cold"
"2909","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",20,19,20,0,0,0,"F","multi",7.9258064516129,1865.3,"ColdWet","Wet","Cold"
"2895","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",21,20,21,0,0,0,"F","multi",7.88709677419355,1870.5,"ColdWet","Wet","Cold"
"2907","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",22,21,22,0,0,0,"F","multi",7.36,814.4,"ColdDry","Dry","Cold"
"2908","V","F221","F237",2012-01-29,2013-12-25,22.8196721311475,NA,"conservative",23,22,23,1,0,0,"F","multi",6.87741935483871,459.1,"ColdDry","Dry","Cold"
"3365","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",1,0,1,0,0,0,"F","primi",10.7612903225806,814.6,"ColdWet","Wet","Cold"
"3361","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",2,1,2,0,0,0,"F","primi",12.1466666666667,714.5,"ColdDry","Dry","Cold"
"3364","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",3,2,3,0,0,0,"F","primi",9.18387096774194,622.9,"ColdDry","Dry","Cold"
"3389","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",4,3,4,0,0,0,"F","primi",7.02333333333333,338.8,"ColdDry","Dry","Cold"
"3380","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",5,4,5,0,0,0,"F","primi",7.14838709677419,246.7,"ColdDry","Dry","Cold"
"3375","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",6,5,6,0,0,0,"F","primi",8.06774193548387,37.7,"HotDry","Dry","Hot"
"3386","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",7,6,7,0,0,0,"F","primi",10.448275862069,54.4,"HotDry","Dry","Hot"
"3369","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",8,7,8,0,0,0,"F","primi",10.8935483870968,65.9,"HotDry","Dry","Hot"
"3371","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",9,8,9,0,0,0,"F","primi",10.1233333333333,296,"HotDry","Dry","Hot"
"3374","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",10,9,10,0,0,0,"F","primi",10.0677419354839,488.2,"ColdWet","Wet","Cold"
"3362","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",11,10,11,0,0,0,"F","primi",8.31,860,"ColdWet","Wet","Cold"
"3385","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",12,11,12,0,0,0,"F","primi",8.56451612903226,1272.4,"ColdWet","Wet","Cold"
"3381","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",13,12,13,0,0,0,"F","primi",8.80322580645161,1368.55,"ColdWet","Wet","Cold"
"3379","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",14,13,14,0,0,0,"F","primi",9.21,1207.25,"ColdDry","Dry","Cold"
"3372","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",15,14,15,0,0,0,"F","primi",7.54193548387097,625.45,"ColdDry","Dry","Cold"
"3378","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",16,15,16,0,0,0,"F","primi",7.44,294.1,"ColdDry","Dry","Cold"
"3382","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",17,16,17,0,0,0,"F","primi",6.93870967741935,60.7,"ColdDry","Dry","Cold"
"3387","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",18,17,18,0,0,0,"F","primi",8.69677419354839,45.1,"HotDry","Dry","Hot"
"3383","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",19,18,19,0,0,0,"F","primi",9.05714285714286,69.8,"HotDry","Dry","Hot"
"3367","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",20,19,20,0,0,0,"F","primi",9.73225806451613,98,"HotDry","Dry","Hot"
"3373","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",21,20,21,0,0,0,"F","primi",9.45333333333333,354.5,"HotDry","Dry","Hot"
"3376","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",22,21,22,0,0,0,"F","primi",9.53548387096774,604.7,"ColdWet","Wet","Cold"
"3360","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",23,22,23,0,0,0,"F","primi",9.27666666666667,947.1,"ColdWet","Wet","Cold"
"3377","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",24,23,24,0,0,0,"F","primi",8.64838709677419,1140.7,"ColdWet","Wet","Cold"
"3370","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",25,24,25,0,0,0,"F","primi",8.36129032258065,1197.9,"ColdWet","Wet","Cold"
"3384","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",26,25,26,0,0,0,"F","primi",8.15,1056.6,"ColdDry","Dry","Cold"
"3368","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",27,26,27,0,0,0,"F","primi",7.72903225806452,643.1,"ColdDry","Dry","Cold"
"3388","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",28,27,28,0,0,0,"F","primi",6.35,311,"ColdDry","Dry","Cold"
"3366","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",29,28,29,0,0,0,"F","primi",6.18387096774194,81.7,"ColdDry","Dry","Cold"
"3363","Z3","F257","F249",2015-09-20,2018-02-22,29.0491803278689,NA,"conservative",30,29,30,1,0,0,"F","primi",7.70645161290323,2.2,"HotDry","Dry","Hot"
"3302","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",1,0,1,0,0,0,"F","multi",9.11935483870968,7.7,"HotDry","Dry","Hot"
"3321","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",2,1,2,0,0,0,"F","multi",9.56,6.88,"HotDry","Dry","Hot"
"3317","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",3,2,3,0,0,0,"F","multi",10.6967741935484,144.1,"ColdWet","Wet","Cold"
"3320","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",4,3,4,0,0,0,"F","multi",8.56666666666667,385.8,"ColdWet","Wet","Cold"
"3303","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",5,4,5,0,0,0,"F","multi",8.01290322580645,964.62,"ColdWet","Wet","Cold"
"3296","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",6,5,6,0,0,0,"F","multi",7.9,1278.6,"ColdWet","Wet","Cold"
"3319","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",7,6,7,0,0,0,"F","multi",9.06333333333333,1219.4,"ColdDry","Dry","Cold"
"3318","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",8,7,8,0,0,0,"F","multi",7.42258064516129,688.1,"ColdDry","Dry","Cold"
"3242","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",9,8,9,0,0,0,"F","multi",7.22333333333333,286.1,"ColdDry","Dry","Cold"
"3313","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",10,9,10,0,0,0,"F","multi",6.53548387096774,98.8,"ColdDry","Dry","Cold"
"3305","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",11,10,11,0,0,0,"F","multi",7.45161290322581,50.5,"HotDry","Dry","Hot"
"3294","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",12,11,12,0,0,0,"F","multi",9.10357142857143,1.3,"HotDry","Dry","Hot"
"3244","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",13,12,13,0,0,0,"F","multi",9.27096774193548,16.2,"HotDry","Dry","Hot"
"3316","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",14,13,14,0,0,0,"F","multi",9.72,51.4,"HotDry","Dry","Hot"
"3295","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",15,14,15,0,0,0,"F","multi",9.84838709677419,149.4,"ColdWet","Wet","Cold"
"3250","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",16,15,16,0,0,0,"F","multi",8.54,457.8,"ColdWet","Wet","Cold"
"3304","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",17,16,17,0,0,0,"F","multi",7.9,1602.5,"ColdWet","Wet","Cold"
"3306","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",18,17,18,0,0,0,"F","multi",7.89032258064516,1870.1,"ColdWet","Wet","Cold"
"3243","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",19,18,19,0,0,0,"F","multi",7.88,1844,"ColdDry","Dry","Cold"
"3253","Z","F255","F250",2012-04-01,2013-11-05,19.1147540983607,NA,"conservative",20,19,20,1,0,0,"F","multi",7.28064516129032,772.4,"ColdDry","Dry","Cold"
"3437","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",1,0,1,0,0,0,"F","primi",7.47333333333333,537.3,"ColdWet","Wet","Cold"
"3436","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",2,1,2,0,0,0,"F","primi",7.20645161290323,886.9,"ColdWet","Wet","Cold"
"3443","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",3,2,3,0,0,0,"F","primi",7.24516129032258,1058.1,"ColdWet","Wet","Cold"
"3439","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",4,3,4,0,0,0,"F","primi",7.63333333333333,854,"ColdDry","Dry","Cold"
"3393","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",5,4,5,0,0,0,"F","primi",6.70967741935484,479.9,"ColdDry","Dry","Cold"
"3441","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",6,5,6,0,0,0,"F","primi",6.16666666666667,264,"ColdDry","Dry","Cold"
"3390","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",7,6,7,0,0,0,"F","primi",6.12258064516129,69.3,"ColdDry","Dry","Cold"
"3442","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",8,7,8,0,0,0,"F","primi",6.93548387096774,40.6,"HotDry","Dry","Hot"
"3448","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",9,8,9,0,0,0,"F","primi",7.1448275862069,3.6,"HotDry","Dry","Hot"
"3409","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",10,9,10,0,0,0,"F","primi",8.97096774193548,3.6,"HotDry","Dry","Hot"
"3408","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",11,10,11,0,0,0,"F","primi",9.55333333333333,154.4,"HotDry","Dry","Hot"
"3403","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",12,11,12,0,0,0,"F","primi",11.4774193548387,330.5,"ColdWet","Wet","Cold"
"3406","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",13,12,13,0,0,0,"F","primi",9.16,626.6,"ColdWet","Wet","Cold"
"3405","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",14,13,14,0,0,0,"F","primi",7.39677419354839,1049.1,"ColdWet","Wet","Cold"
"3422","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",15,14,15,0,0,0,"F","primi",7.70322580645161,1264.6,"ColdWet","Wet","Cold"
"3438","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",16,15,16,0,0,0,"F","primi",8.20333333333333,1030.4,"ColdDry","Dry","Cold"
"3440","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",17,16,17,0,0,0,"F","primi",8.20967741935484,545.3,"ColdDry","Dry","Cold"
"3399","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",18,17,18,0,0,0,"F","primi",5.94,192.6,"ColdDry","Dry","Cold"
"3402","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",19,18,19,0,0,0,"F","primi",5.97741935483871,131.3,"ColdDry","Dry","Cold"
"3420","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",20,19,20,0,0,0,"F","primi",6.61290322580645,39.5,"HotDry","Dry","Hot"
"3410","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",21,20,21,0,0,0,"F","primi",9.15357142857143,1.2,"HotDry","Dry","Hot"
"3398","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",22,21,22,0,0,0,"F","primi",9.21612903225807,39.3,"HotDry","Dry","Hot"
"3419","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",23,22,23,0,0,0,"F","primi",9.90666666666667,47.2,"HotDry","Dry","Hot"
"3407","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",24,23,24,0,0,0,"F","primi",10.2096774193548,65.4,"ColdWet","Wet","Cold"
"3418","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",25,24,25,0,0,0,"F","primi",10.7266666666667,229,"ColdWet","Wet","Cold"
"3404","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",26,25,26,0,0,0,"F","primi",8.55161290322581,629.6,"ColdWet","Wet","Cold"
"3396","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",27,26,27,0,0,0,"F","primi",8.58064516129032,942.6,"ColdWet","Wet","Cold"
"3421","Z","F258","F251",2007-07-02,2009-10-02,26.983606557377,NA,"conservative",28,27,28,1,0,0,"F","primi",8.41333333333333,841.8,"ColdDry","Dry","Cold"
"3113","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",1,0,1,0,0,0,"F","multi",8.18666666666667,1181.72,"ColdDry","Dry","Cold"
"3099","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",2,1,2,0,0,0,"F","multi",7.7741935483871,666.27,"ColdDry","Dry","Cold"
"3097","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",3,2,3,0,0,0,"F","multi",6.54666666666667,274.57,"ColdDry","Dry","Cold"
"3096","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",4,3,4,0,0,0,"F","multi",6.84516129032258,94.4,"ColdDry","Dry","Cold"
"3110","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",5,4,5,0,0,0,"F","multi",7.24838709677419,0,"HotDry","Dry","Hot"
"3119","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",6,5,6,0,0,0,"F","multi",8.66071428571429,0,"HotDry","Dry","Hot"
"3101","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",7,6,7,0,0,0,"F","multi",8.64838709677419,60.6,"HotDry","Dry","Hot"
"3102","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",8,7,8,0,0,0,"F","multi",8.16666666666667,223.1,"HotDry","Dry","Hot"
"3108","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",9,8,9,0,0,0,"F","multi",8.76451612903226,622.2,"ColdWet","Wet","Cold"
"3111","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",10,9,10,0,0,0,"F","multi",7.86666666666667,1041.7,"ColdWet","Wet","Cold"
"3106","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",11,10,11,0,0,0,"F","multi",7.95483870967742,1554.8,"ColdWet","Wet","Cold"
"3105","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",12,11,12,0,0,0,"F","multi",7.7,1586.1,"ColdWet","Wet","Cold"
"3107","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",13,12,13,0,0,0,"F","multi",7.45666666666667,1214.7,"ColdDry","Dry","Cold"
"3120","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",14,13,14,0,0,0,"F","multi",7.10967741935484,595.4,"ColdDry","Dry","Cold"
"3109","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",15,14,15,0,0,0,"F","multi",6.02666666666667,167.3,"ColdDry","Dry","Cold"
"3115","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",16,15,16,0,0,0,"F","multi",6.4258064516129,60.2,"ColdDry","Dry","Cold"
"3116","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",17,16,17,0,0,0,"F","multi",7.84516129032258,3.9,"HotDry","Dry","Hot"
"3114","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",18,17,18,0,0,0,"F","multi",8.96896551724138,1.6,"HotDry","Dry","Hot"
"3100","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",19,18,19,0,0,0,"F","multi",8.99032258064516,6.1,"HotDry","Dry","Hot"
"3098","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",20,19,20,0,0,0,"F","multi",10.9966666666667,44.6,"HotDry","Dry","Hot"
"3103","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",21,20,21,0,0,0,"F","multi",9.35161290322581,172,"ColdWet","Wet","Cold"
"3112","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",22,21,22,0,0,0,"F","multi",8.08333333333333,582.5,"ColdWet","Wet","Cold"
"3118","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",23,22,23,0,0,0,"F","multi",7.89032258064516,1189.9,"ColdWet","Wet","Cold"
"3117","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",24,23,24,0,0,0,"F","multi",8.64838709677419,1369.2,"ColdWet","Wet","Cold"
"3104","Z","F248","F253",2010-10-16,2012-10-23,24.1967213114754,NA,"conservative",25,24,25,1,0,0,"F","multi",8.00333333333333,1034.2,"ColdDry","Dry","Cold"
"3425","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",1,0,1,0,0,0,"F","multi",8.41333333333333,841.8,"ColdDry","Dry","Cold"
"3451","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",2,1,2,0,0,0,"F","multi",7.57096774193548,510.1,"ColdDry","Dry","Cold"
"3400","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",3,2,3,0,0,0,"F","multi",7.06666666666667,197.4,"ColdDry","Dry","Cold"
"3395","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",4,3,4,0,0,0,"F","multi",6.33225806451613,96.8,"ColdDry","Dry","Cold"
"3452","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",5,4,5,0,0,0,"F","multi",7.1741935483871,48.7,"HotDry","Dry","Hot"
"3428","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",6,5,6,0,0,0,"F","multi",8.28571428571429,29.6,"HotDry","Dry","Hot"
"3424","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",7,6,7,0,0,0,"F","multi",9.10645161290323,89.2,"HotDry","Dry","Hot"
"3444","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",8,7,8,0,0,0,"F","multi",9.53,162.2,"HotDry","Dry","Hot"
"3435","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",9,8,9,0,0,0,"F","multi",9.24838709677419,335.8,"ColdWet","Wet","Cold"
"3394","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",10,9,10,0,0,0,"F","multi",8.98666666666667,639.3,"ColdWet","Wet","Cold"
"3401","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",11,10,11,0,0,0,"F","multi",8.08387096774194,1343.35,"ColdWet","Wet","Cold"
"3434","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",12,11,12,0,0,0,"F","multi",8.05483870967742,1676.1,"ColdWet","Wet","Cold"
"3433","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",13,12,13,0,0,0,"F","multi",8.41,1498.15,"ColdDry","Dry","Cold"
"3429","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",14,13,14,0,0,0,"F","multi",7.90967741935484,851.02,"ColdDry","Dry","Cold"
"3391","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",15,14,15,0,0,0,"F","multi",7.25333333333333,344.67,"ColdDry","Dry","Cold"
"3432","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",16,15,16,0,0,0,"F","multi",6.14193548387097,158.62,"ColdDry","Dry","Cold"
"3427","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",17,16,17,0,0,0,"F","multi",6.88709677419355,0,"HotDry","Dry","Hot"
"3445","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",18,17,18,0,0,0,"F","multi",8.475,0,"HotDry","Dry","Hot"
"3423","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",19,18,19,0,0,0,"F","multi",8.66774193548387,0,"HotDry","Dry","Hot"
"3397","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",20,19,20,0,0,0,"F","multi",8.55333333333333,146.4,"HotDry","Dry","Hot"
"3392","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",21,20,21,0,0,0,"F","multi",8.29677419354839,446.9,"ColdWet","Wet","Cold"
"3426","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",22,21,22,0,0,0,"F","multi",8.4,764.6,"ColdWet","Wet","Cold"
"3430","Z","F258","F257",2009-10-02,2011-08-30,22.8524590163934,NA,"conservative",23,22,23,1,0,0,"F","multi",7.86129032258065,1379,"ColdWet","Wet","Cold"
"3454","Z","F258","F259",2011-08-30,2013-10-17,25.5409836065574,NA,"conservative",1,0,1,0,0,0,"F","multi",7.87096774193548,1512.6,"ColdWet","Wet","Cold"
"3449","Z","F258","F259",2011-08-30,2013-10-17,25.5409836065574,NA,"conservative",2,1,2,0,0,0,"F","multi",7.60967741935484,1561.9,"ColdWet","Wet","Cold"
"3456","Z","F258","F259",2011-08-30,2013-10-17,25.5409836065574,NA,"conservative",3,2,3,0,0,0,"F","multi",7.12666666666667,872.8,"ColdDry","Dry","Cold"
"3461","Z","F258","F259",2011-08-30,2013-10-17,25.5409836065574,NA,"conservative",4,3,4,0,0,0,"F","multi",6.61290322580645,439.4,"ColdDry","Dry","Cold"
"3453","Z","F258","F259",2011-08-30,2013-10-17,25.5409836065574,NA,"conservative",5,4,5,0,0,0,"F","multi",6.25666666666667,67.1,"ColdDry","Dry","Cold"
