"","Unit","Female","Infant","Date.birth","Event.end","Date.end","Date.death","Date.takeover","Dataset","Month","Time1","Time2","Death","Swelling","Age.takeover","Age.infant","Age.death","Sex.infant","Parity"
"164","C","F39","M107","2007-12-22","mother swells","2008-03-10",NA,"2008-01-29","conservative",11,10,11,0,1,1.24590163934426,11.2459016393443,NA,"M","multi"
"168","C","F39","M107","2007-12-22","mother swells","2008-03-10",NA,"2008-01-29","conservative",12,11,12,0,1,1.24590163934426,12.2295081967213,NA,"M","multi"
"748","O","F182","M108","2013-08-15","mother swells","2014-05-26",NA,"2013-03-28","conservative",1,0,1,0,0,-4.59016393442623,-4.59016393442623,NA,"M","primi"
"749","O","F182","M108","2013-08-15","mother swells","2014-05-26",NA,"2013-03-28","conservative",2,1,2,0,0,-4.59016393442623,-3.57377049180328,NA,"M","primi"
"747","O","F182","M108","2013-08-15","mother swells","2014-05-26",NA,"2013-03-28","conservative",3,2,3,0,0,-4.59016393442623,-2.59016393442623,NA,"M","primi"
"750","O","F182","M108","2013-08-15","mother swells","2014-05-26",NA,"2013-03-28","conservative",4,3,4,0,0,-4.59016393442623,-1.57377049180328,NA,"M","primi"
"754","O","F182","M108","2013-08-15","mother swells","2014-05-26",NA,"2013-03-28","conservative",5,4,5,0,0,-4.59016393442623,-0.590163934426229,NA,"M","primi"
"752","O","F182","M108","2013-08-15","mother swells","2014-05-26",NA,"2013-03-28","conservative",6,5,6,0,0,-4.59016393442623,0.426229508196721,NA,"M","primi"
"744","O","F182","M108","2013-08-15","mother swells","2014-05-26",NA,"2013-03-28","conservative",7,6,7,0,0,-4.59016393442623,1.44262295081967,NA,"M","primi"
"753","O","F182","M108","2013-08-15","mother swells","2014-05-26",NA,"2013-03-28","conservative",8,7,8,0,0,-4.59016393442623,2.42622950819672,NA,"M","primi"
"746","O","F182","M108","2013-08-15","mother swells","2014-05-26",NA,"2013-03-28","conservative",9,8,9,0,0,-4.59016393442623,3.44262295081967,NA,"M","primi"
"751","O","F182","M108","2013-08-15","mother swells","2014-05-26",NA,"2013-03-28","conservative",10,9,10,0,0,-4.59016393442623,4.42622950819672,NA,"M","primi"
"745","O","F182","M108","2013-08-15","mother swells","2014-05-26",NA,"2013-03-28","conservative",11,10,11,0,0,-4.59016393442623,5.44262295081967,NA,"M","primi"
"755","O","F182","M108","2013-08-15","mother swells","2014-05-26",NA,"2013-03-28","conservative",12,11,12,0,0,-4.59016393442623,6.45901639344262,NA,"M","primi"
"276","C1","F54","M109","2010-01-01","mother swells","2011-04-04","2012-12-21","2011-03-06","conservative",1,0,1,0,1,14.0655737704918,14.0655737704918,35.5737704918033,"M","multi"
"277","C1","F54","M109","2010-01-01","mother swells","2011-04-04","2012-12-21","2011-03-06","conservative",2,1,2,0,1,14.0655737704918,15.0819672131148,35.5737704918033,"M","multi"
"278","C1","F54","M109","2010-01-01","mother swells","2011-04-04","2012-12-21","2011-03-06","conservative",3,2,3,0,1,14.0655737704918,16.0655737704918,35.5737704918033,"M","multi"
"292","C1","F54","M109","2010-01-01","mother swells","2011-04-04","2012-12-21","2011-03-06","conservative",4,3,4,0,1,14.0655737704918,17.0819672131148,35.5737704918033,"M","multi"
"279","C1","F54","M109","2010-01-01","mother swells","2011-04-04","2012-12-21","2011-03-06","conservative",5,4,5,0,1,14.0655737704918,18.0655737704918,35.5737704918033,"M","multi"
"280","C1","F54","M109","2010-01-01","mother swells","2011-04-04","2012-12-21","2011-03-06","conservative",6,5,6,0,1,14.0655737704918,19.0819672131148,35.5737704918033,"M","multi"
"281","C1","F54","M109","2010-01-01","mother swells","2011-04-04","2012-12-21","2011-03-06","conservative",7,6,7,0,1,14.0655737704918,20.0983606557377,35.5737704918033,"M","multi"
"272","C1","F54","M109","2010-01-01","mother swells","2011-04-04","2012-12-21","2011-03-06","conservative",8,7,8,0,1,14.0655737704918,21.0819672131148,35.5737704918033,"M","multi"
"289","C1","F54","M109","2010-01-01","mother swells","2011-04-04","2012-12-21","2011-03-06","conservative",9,8,9,0,1,14.0655737704918,22.0983606557377,35.5737704918033,"M","multi"
"275","C1","F54","M109","2010-01-01","mother swells","2011-04-04","2012-12-21","2011-03-06","conservative",10,9,10,0,1,14.0655737704918,23.0819672131148,35.5737704918033,"M","multi"
"263","C","F53","M110","2007-07-19","mother swells","2008-03-26","2009-07-28","2008-01-29","conservative",1,0,1,0,0,6.36065573770492,6.36065573770492,24.2622950819672,"M","multi"
"260","C","F53","M110","2007-07-19","mother swells","2008-03-26","2009-07-28","2008-01-29","conservative",2,1,2,0,1,6.36065573770492,7.37704918032787,24.2622950819672,"M","multi"
"266","C","F53","M110","2007-07-19","mother swells","2008-03-26","2009-07-28","2008-01-29","conservative",3,2,3,0,1,6.36065573770492,8.32786885245902,24.2622950819672,"M","multi"
"270","C","F53","M110","2007-07-19","mother swells","2008-03-26","2009-07-28","2008-01-29","conservative",4,3,4,0,1,6.36065573770492,9.34426229508197,24.2622950819672,"M","multi"
"267","C","F53","M110","2007-07-19","mother swells","2008-03-26","2009-07-28","2008-01-29","conservative",5,4,5,0,1,6.36065573770492,10.327868852459,24.2622950819672,"M","multi"
"269","C","F53","M110","2007-07-19","mother swells","2008-03-26","2009-07-28","2008-01-29","conservative",6,5,6,0,1,6.36065573770492,11.344262295082,24.2622950819672,"M","multi"
"264","C","F53","M110","2007-07-19","mother swells","2008-03-26","2009-07-28","2008-01-29","conservative",7,6,7,0,1,6.36065573770492,12.327868852459,24.2622950819672,"M","multi"
"265","C","F53","M110","2007-07-19","mother swells","2008-03-26","2009-07-28","2008-01-29","conservative",8,7,8,0,1,6.36065573770492,13.344262295082,24.2622950819672,"M","multi"
"271","C","F53","M110","2007-07-19","mother swells","2008-03-26","2009-07-28","2008-01-29","conservative",9,8,9,0,1,6.36065573770492,14.3606557377049,24.2622950819672,"M","multi"
"261","C","F53","M110","2007-07-19","mother swells","2008-03-26","2009-07-28","2008-01-29","conservative",10,9,10,0,1,6.36065573770492,15.344262295082,24.2622950819672,"M","multi"
"262","C","F53","M110","2007-07-19","mother swells","2008-03-26","2009-07-28","2008-01-29","conservative",11,10,11,0,1,6.36065573770492,16.3606557377049,24.2622950819672,"M","multi"
"268","C","F53","M110","2007-07-19","mother swells","2008-03-26","2009-07-28","2008-01-29","conservative",12,11,12,0,1,6.36065573770492,17.344262295082,24.2622950819672,"M","multi"
"478","H","F103","M114","2007-01-01","mother swells","2007-07-14","2008-03-27","2007-02-26","conservative",1,0,1,0,0,1.83606557377049,1.83606557377049,14.7868852459016,"M","multi"
"477","H","F103","M114","2007-01-01","mother swells","2007-07-14","2008-03-27","2007-02-26","conservative",2,1,2,0,0,1.83606557377049,2.75409836065574,14.7868852459016,"M","multi"
"485","H","F103","M114","2007-01-01","mother swells","2007-07-14","2008-03-27","2007-02-26","conservative",3,2,3,0,0,1.83606557377049,3.77049180327869,14.7868852459016,"M","multi"
"482","H","F103","M114","2007-01-01","mother swells","2007-07-14","2008-03-27","2007-02-26","conservative",4,3,4,0,0,1.83606557377049,4.75409836065574,14.7868852459016,"M","multi"
"483","H","F103","M114","2007-01-01","mother swells","2007-07-14","2008-03-27","2007-02-26","conservative",5,4,5,0,1,1.83606557377049,5.77049180327869,14.7868852459016,"M","multi"
"481","H","F103","M114","2007-01-01","mother swells","2007-07-14","2008-03-27","2007-02-26","conservative",6,5,6,0,1,1.83606557377049,6.75409836065574,14.7868852459016,"M","multi"
"479","H","F103","M114","2007-01-01","mother swells","2007-07-14","2008-03-27","2007-02-26","conservative",7,6,7,0,1,1.83606557377049,7.77049180327869,14.7868852459016,"M","multi"
"484","H","F103","M114","2007-01-01","mother swells","2007-07-14","2008-03-27","2007-02-26","conservative",8,7,8,0,1,1.83606557377049,8.78688524590164,14.7868852459016,"M","multi"
"487","H","F103","M114","2007-01-01","mother swells","2007-07-14","2008-03-27","2007-02-26","conservative",9,8,9,0,1,1.83606557377049,9.77049180327869,14.7868852459016,"M","multi"
"486","H","F103","M114","2007-01-01","mother swells","2007-07-14","2008-03-27","2007-02-26","conservative",10,9,10,0,1,1.83606557377049,10.7868852459016,14.7868852459016,"M","multi"
"480","H","F103","M114","2007-01-01","mother swells","2007-07-14","2008-03-27","2007-02-26","conservative",11,10,11,0,1,1.83606557377049,11.7704918032787,14.7868852459016,"M","multi"
"488","H","F103","M114","2007-01-01","mother swells","2007-07-14","2008-03-27","2007-02-26","conservative",12,11,12,0,1,1.83606557377049,12.7868852459016,14.7868852459016,"M","multi"
"457","H","F97","M115","2006-12-04","mother swells","2007-04-11",NA,"2007-02-26","conservative",1,0,1,0,0,2.75409836065574,2.75409836065574,NA,"M","multi"
"453","H","F97","M115","2006-12-04","mother swells","2007-04-11",NA,"2007-02-26","conservative",2,1,2,0,1,2.75409836065574,3.67213114754098,NA,"M","multi"
"460","H","F97","M115","2006-12-04","mother swells","2007-04-11",NA,"2007-02-26","conservative",3,2,3,0,1,2.75409836065574,4.68852459016393,NA,"M","multi"
"452","H","F97","M115","2006-12-04","mother swells","2007-04-11",NA,"2007-02-26","conservative",4,3,4,0,1,2.75409836065574,5.67213114754098,NA,"M","multi"
"449","H","F97","M115","2006-12-04","mother swells","2007-04-11",NA,"2007-02-26","conservative",5,4,5,0,1,2.75409836065574,6.68852459016393,NA,"M","multi"
"451","H","F97","M115","2006-12-04","mother swells","2007-04-11",NA,"2007-02-26","conservative",6,5,6,0,1,2.75409836065574,7.67213114754098,NA,"M","multi"
"456","H","F97","M115","2006-12-04","mother swells","2007-04-11",NA,"2007-02-26","conservative",7,6,7,0,1,2.75409836065574,8.68852459016393,NA,"M","multi"
"455","H","F97","M115","2006-12-04","mother swells","2007-04-11",NA,"2007-02-26","conservative",8,7,8,0,1,2.75409836065574,9.70491803278689,NA,"M","multi"
"450","H","F97","M115","2006-12-04","mother swells","2007-04-11",NA,"2007-02-26","conservative",9,8,9,0,1,2.75409836065574,10.6885245901639,NA,"M","multi"
"454","H","F97","M115","2006-12-04","mother swells","2007-04-11",NA,"2007-02-26","conservative",10,9,10,0,1,2.75409836065574,11.7049180327869,NA,"M","multi"
"458","H","F97","M115","2006-12-04","mother swells","2007-04-11",NA,"2007-02-26","conservative",11,10,11,0,1,2.75409836065574,12.6885245901639,NA,"M","multi"
"459","H","F97","M115","2006-12-04","mother swells","2007-04-11",NA,"2007-02-26","conservative",12,11,12,0,1,2.75409836065574,13.7049180327869,NA,"M","multi"
"461","H","F98","M118","2008-02-05","infant death","2008-03-26","2008-03-26","2008-03-26","uncertain",1,0,1,1,0,1.63934426229508,1.63934426229508,1.63934426229508,"M","multi"
"144","B1","F31","M12","2012-10-12","mother swells","2013-10-03","2014-03-09","2013-04-05","conservative",1,0,1,0,0,5.73770491803279,5.73770491803279,16.8196721311475,"M","multi"
"137","B1","F31","M12","2012-10-12","mother swells","2013-10-03","2014-03-09","2013-04-05","conservative",2,1,2,0,0,5.73770491803279,6.72131147540984,16.8196721311475,"M","multi"
"138","B1","F31","M12","2012-10-12","mother swells","2013-10-03","2014-03-09","2013-04-05","conservative",3,2,3,0,0,5.73770491803279,7.73770491803279,16.8196721311475,"M","multi"
"135","B1","F31","M12","2012-10-12","mother swells","2013-10-03","2014-03-09","2013-04-05","conservative",4,3,4,0,0,5.73770491803279,8.72131147540984,16.8196721311475,"M","multi"
"136","B1","F31","M12","2012-10-12","mother swells","2013-10-03","2014-03-09","2013-04-05","conservative",5,4,5,0,0,5.73770491803279,9.73770491803279,16.8196721311475,"M","multi"
"143","B1","F31","M12","2012-10-12","mother swells","2013-10-03","2014-03-09","2013-04-05","conservative",6,5,6,0,1,5.73770491803279,10.7540983606557,16.8196721311475,"M","multi"
"141","B1","F31","M12","2012-10-12","mother swells","2013-10-03","2014-03-09","2013-04-05","conservative",7,6,7,0,1,5.73770491803279,11.7377049180328,16.8196721311475,"M","multi"
"139","B1","F31","M12","2012-10-12","mother swells","2013-10-03","2014-03-09","2013-04-05","conservative",8,7,8,0,1,5.73770491803279,12.7540983606557,16.8196721311475,"M","multi"
"140","B1","F31","M12","2012-10-12","mother swells","2013-10-03","2014-03-09","2013-04-05","conservative",9,8,9,0,1,5.73770491803279,13.7377049180328,16.8196721311475,"M","multi"
"146","B1","F31","M12","2012-10-12","mother swells","2013-10-03","2014-03-09","2013-04-05","conservative",10,9,10,0,1,5.73770491803279,14.7540983606557,16.8196721311475,"M","multi"
"142","B1","F31","M12","2012-10-12","mother swells","2013-10-03","2014-03-09","2013-04-05","conservative",11,10,11,0,1,5.73770491803279,15.7704918032787,16.8196721311475,"M","multi"
"145","B1","F31","M12","2012-10-12","mother swells","2013-10-03","2014-03-09","2013-04-05","conservative",12,11,12,1,1,5.73770491803279,16.6885245901639,16.8196721311475,"M","multi"
"194","C","F42","M121","2007-01-16","mother swells","2008-01-29",NA,"2008-01-29","conservative",1,0,1,0,1,12.3934426229508,12.3934426229508,NA,"M","multi"
"198","C","F42","M121","2007-01-16","mother swells","2008-01-29",NA,"2008-01-29","conservative",2,1,2,0,1,12.3934426229508,13.4098360655738,NA,"M","multi"
"188","C","F42","M121","2007-01-16","mother swells","2008-01-29",NA,"2008-01-29","conservative",3,2,3,0,1,12.3934426229508,14.3606557377049,NA,"M","multi"
"189","C","F42","M121","2007-01-16","mother swells","2008-01-29",NA,"2008-01-29","conservative",4,3,4,0,1,12.3934426229508,15.3770491803279,NA,"M","multi"
"180","C","F42","M121","2007-01-16","mother swells","2008-01-29",NA,"2008-01-29","conservative",5,4,5,0,1,12.3934426229508,16.3606557377049,NA,"M","multi"
"181","C","F42","M121","2007-01-16","mother swells","2008-01-29",NA,"2008-01-29","conservative",6,5,6,0,1,12.3934426229508,17.3770491803279,NA,"M","multi"
"195","C","F42","M121","2007-01-16","mother swells","2008-01-29",NA,"2008-01-29","conservative",7,6,7,0,1,12.3934426229508,18.3606557377049,NA,"M","multi"
"192","C","F42","M121","2007-01-16","mother swells","2008-01-29",NA,"2008-01-29","conservative",8,7,8,0,1,12.3934426229508,19.3770491803279,NA,"M","multi"
"199","C","F42","M121","2007-01-16","mother swells","2008-01-29",NA,"2008-01-29","conservative",9,8,9,0,1,12.3934426229508,20.3934426229508,NA,"M","multi"
"197","C","F42","M121","2007-01-16","mother swells","2008-01-29",NA,"2008-01-29","conservative",10,9,10,0,1,12.3934426229508,21.3770491803279,NA,"M","multi"
"196","C","F42","M121","2007-01-16","mother swells","2008-01-29",NA,"2008-01-29","conservative",11,10,11,0,1,12.3934426229508,22.3934426229508,NA,"M","multi"
"193","C","F42","M121","2007-01-16","mother swells","2008-01-29",NA,"2008-01-29","conservative",12,11,12,0,1,12.3934426229508,23.3770491803279,NA,"M","multi"
"311","C","F55","M123","2007-09-02","mother swells","2008-01-29",NA,"2008-01-29","conservative",1,0,1,0,1,4.88524590163934,4.88524590163934,NA,"M","multi"
"300","C","F55","M123","2007-09-02","mother swells","2008-01-29",NA,"2008-01-29","conservative",2,1,2,0,1,4.88524590163934,5.9016393442623,NA,"M","multi"
"310","C","F55","M123","2007-09-02","mother swells","2008-01-29",NA,"2008-01-29","conservative",3,2,3,0,1,4.88524590163934,6.85245901639344,NA,"M","multi"
"298","C","F55","M123","2007-09-02","mother swells","2008-01-29",NA,"2008-01-29","conservative",4,3,4,0,1,4.88524590163934,7.86885245901639,NA,"M","multi"
"308","C","F55","M123","2007-09-02","mother swells","2008-01-29",NA,"2008-01-29","conservative",5,4,5,0,1,4.88524590163934,8.85245901639344,NA,"M","multi"
"309","C","F55","M123","2007-09-02","mother swells","2008-01-29",NA,"2008-01-29","conservative",6,5,6,0,1,4.88524590163934,9.86885245901639,NA,"M","multi"
"314","C","F55","M123","2007-09-02","mother swells","2008-01-29",NA,"2008-01-29","conservative",7,6,7,0,1,4.88524590163934,10.8524590163934,NA,"M","multi"
"302","C","F55","M123","2007-09-02","mother swells","2008-01-29",NA,"2008-01-29","conservative",8,7,8,0,1,4.88524590163934,11.8688524590164,NA,"M","multi"
"317","C","F55","M123","2007-09-02","mother swells","2008-01-29",NA,"2008-01-29","conservative",9,8,9,0,1,4.88524590163934,12.8852459016393,NA,"M","multi"
"315","C","F55","M123","2007-09-02","mother swells","2008-01-29",NA,"2008-01-29","conservative",10,9,10,0,1,4.88524590163934,13.8688524590164,NA,"M","multi"
"306","C","F55","M123","2007-09-02","mother swells","2008-01-29",NA,"2008-01-29","conservative",11,10,11,0,1,4.88524590163934,14.8852459016393,NA,"M","multi"
"307","C","F55","M123","2007-09-02","mother swells","2008-01-29",NA,"2008-01-29","conservative",12,11,12,0,1,4.88524590163934,15.8688524590164,NA,"M","multi"
"832","T","F207","M124","2018-01-23","mother swells","2018-04-06",NA,"2018-01-21","conservative",1,0,1,0,0,-0.0655737704918033,-0.0655737704918033,NA,"M","multi"
"824","T","F207","M124","2018-01-23","mother swells","2018-04-06",NA,"2018-01-21","conservative",2,1,2,0,0,-0.0655737704918033,0.950819672131147,NA,"M","multi"
"831","T","F207","M124","2018-01-23","mother swells","2018-04-06",NA,"2018-01-21","conservative",3,2,3,0,1,-0.0655737704918033,1.86885245901639,NA,"M","multi"
"822","T","F207","M124","2018-01-23","mother swells","2018-04-06",NA,"2018-01-21","conservative",4,3,4,0,1,-0.0655737704918033,2.88524590163934,NA,"M","multi"
"821","T","F207","M124","2018-01-23","mother swells","2018-04-06",NA,"2018-01-21","conservative",5,4,5,0,1,-0.0655737704918033,3.86885245901639,NA,"M","multi"
"839","T","F207","M124","2018-01-23","mother swells","2018-04-06",NA,"2018-01-21","conservative",6,5,6,0,1,-0.0655737704918033,4.88524590163934,NA,"M","multi"
"837","T","F207","M124","2018-01-23","mother swells","2018-04-06",NA,"2018-01-21","conservative",7,6,7,0,1,-0.0655737704918033,5.86885245901639,NA,"M","multi"
"835","T","F207","M124","2018-01-23","mother swells","2018-04-06",NA,"2018-01-21","conservative",8,7,8,0,1,-0.0655737704918033,6.88524590163934,NA,"M","multi"
"834","T","F207","M124","2018-01-23","mother swells","2018-04-06",NA,"2018-01-21","conservative",9,8,9,0,1,-0.0655737704918033,7.9016393442623,NA,"M","multi"
"840","T","F207","M124","2018-01-23","mother swells","2018-04-06",NA,"2018-01-21","conservative",10,9,10,0,1,-0.0655737704918033,8.88524590163934,NA,"M","multi"
"827","T","F207","M124","2018-01-23","mother swells","2018-04-06",NA,"2018-01-21","conservative",11,10,11,0,1,-0.0655737704918033,9.90163934426229,NA,"M","multi"
"836","T","F207","M124","2018-01-23","mother swells","2018-04-06",NA,"2018-01-21","conservative",12,11,12,0,1,-0.0655737704918033,10.8852459016393,NA,"M","multi"
"464","H","F101","M126","2008-01-15","mother swells","2008-03-26","2008-03-27","2008-03-26","uncertain",1,0,1,1,1,2.32786885245902,2.32786885245902,2.36065573770492,"M","primi"
"907","T","F218","M127","2011-07-19","mother swells","2012-05-24","2016-09-16","2012-03-13","conservative",1,0,1,0,0,7.80327868852459,7.80327868852459,61.8360655737705,"M","primi"
"902","T","F218","M127","2011-07-19","mother swells","2012-05-24","2016-09-16","2012-03-13","conservative",2,1,2,0,0,7.80327868852459,8.81967213114754,61.8360655737705,"M","primi"
"908","T","F218","M127","2011-07-19","mother swells","2012-05-24","2016-09-16","2012-03-13","conservative",3,2,3,0,1,7.80327868852459,9.80327868852459,61.8360655737705,"M","primi"
"909","T","F218","M127","2011-07-19","mother swells","2012-05-24","2016-09-16","2012-03-13","conservative",4,3,4,0,1,7.80327868852459,10.8196721311475,61.8360655737705,"M","primi"
"910","T","F218","M127","2011-07-19","mother swells","2012-05-24","2016-09-16","2012-03-13","conservative",5,4,5,0,1,7.80327868852459,11.8032786885246,61.8360655737705,"M","primi"
"905","T","F218","M127","2011-07-19","mother swells","2012-05-24","2016-09-16","2012-03-13","conservative",6,5,6,0,1,7.80327868852459,12.8196721311475,61.8360655737705,"M","primi"
"906","T","F218","M127","2011-07-19","mother swells","2012-05-24","2016-09-16","2012-03-13","conservative",7,6,7,0,1,7.80327868852459,13.8360655737705,61.8360655737705,"M","primi"
"901","T","F218","M127","2011-07-19","mother swells","2012-05-24","2016-09-16","2012-03-13","conservative",8,7,8,0,1,7.80327868852459,14.8196721311475,61.8360655737705,"M","primi"
"904","T","F218","M127","2011-07-19","mother swells","2012-05-24","2016-09-16","2012-03-13","conservative",9,8,9,0,1,7.80327868852459,15.8360655737705,61.8360655737705,"M","primi"
"912","T","F218","M127","2011-07-19","mother swells","2012-05-24","2016-09-16","2012-03-13","conservative",10,9,10,0,1,7.80327868852459,16.8196721311475,61.8360655737705,"M","primi"
"911","T","F218","M127","2011-07-19","mother swells","2012-05-24","2016-09-16","2012-03-13","conservative",11,10,11,0,1,7.80327868852459,17.8360655737705,61.8360655737705,"M","primi"
"903","T","F218","M127","2011-07-19","mother swells","2012-05-24","2016-09-16","2012-03-13","conservative",12,11,12,0,1,7.80327868852459,18.8524590163934,61.8360655737705,"M","primi"
"916","T","F219","M129","2016-10-20","infant death","2017-06-24","2017-06-24","2017-02-12","uncertain",1,0,1,0,0,3.77049180327869,3.77049180327869,8.09836065573771,"M","primi"
"915","T","F219","M129","2016-10-20","infant death","2017-06-24","2017-06-24","2017-02-12","uncertain",2,1,2,0,0,3.77049180327869,4.68852459016393,8.09836065573771,"M","primi"
"913","T","F219","M129","2016-10-20","infant death","2017-06-24","2017-06-24","2017-02-12","uncertain",3,2,3,0,0,3.77049180327869,5.70491803278689,8.09836065573771,"M","primi"
"914","T","F219","M129","2016-10-20","infant death","2017-06-24","2017-06-24","2017-02-12","uncertain",4,3,4,0,0,3.77049180327869,6.68852459016393,8.09836065573771,"M","primi"
"917","T","F219","M129","2016-10-20","infant death","2017-06-24","2017-06-24","2017-02-12","uncertain",5,4,5,1,0,3.77049180327869,7.70491803278689,8.09836065573771,"M","primi"
"290","C","F54","M130","2007-12-13","mother swells","2008-03-19","2009-02-23","2008-01-29","conservative",1,0,1,0,0,1.54098360655738,1.54098360655738,14.3606557377049,"M","primi"
"282","C","F54","M130","2007-12-13","mother swells","2008-03-19","2009-02-23","2008-01-29","conservative",2,1,2,0,1,1.54098360655738,2.55737704918033,14.3606557377049,"M","primi"
"283","C","F54","M130","2007-12-13","mother swells","2008-03-19","2009-02-23","2008-01-29","conservative",3,2,3,0,1,1.54098360655738,3.50819672131148,14.3606557377049,"M","primi"
"284","C","F54","M130","2007-12-13","mother swells","2008-03-19","2009-02-23","2008-01-29","conservative",4,3,4,0,1,1.54098360655738,4.52459016393443,14.3606557377049,"M","primi"
"273","C","F54","M130","2007-12-13","mother swells","2008-03-19","2009-02-23","2008-01-29","conservative",5,4,5,0,1,1.54098360655738,5.50819672131148,14.3606557377049,"M","primi"
"274","C","F54","M130","2007-12-13","mother swells","2008-03-19","2009-02-23","2008-01-29","conservative",6,5,6,0,1,1.54098360655738,6.52459016393443,14.3606557377049,"M","primi"
"287","C","F54","M130","2007-12-13","mother swells","2008-03-19","2009-02-23","2008-01-29","conservative",7,6,7,0,1,1.54098360655738,7.50819672131148,14.3606557377049,"M","primi"
"288","C","F54","M130","2007-12-13","mother swells","2008-03-19","2009-02-23","2008-01-29","conservative",8,7,8,0,1,1.54098360655738,8.52459016393443,14.3606557377049,"M","primi"
"286","C","F54","M130","2007-12-13","mother swells","2008-03-19","2009-02-23","2008-01-29","conservative",9,8,9,0,1,1.54098360655738,9.54098360655738,14.3606557377049,"M","primi"
"291","C","F54","M130","2007-12-13","mother swells","2008-03-19","2009-02-23","2008-01-29","conservative",10,9,10,0,1,1.54098360655738,10.5245901639344,14.3606557377049,"M","primi"
"293","C","F54","M130","2007-12-13","mother swells","2008-03-19","2009-02-23","2008-01-29","conservative",11,10,11,0,1,1.54098360655738,11.5409836065574,14.3606557377049,"M","primi"
"285","C","F54","M130","2007-12-13","mother swells","2008-03-19","2009-02-23","2008-01-29","conservative",12,11,12,0,1,1.54098360655738,12.5245901639344,14.3606557377049,"M","primi"
"886","T","F216","M133","2009-11-13","mother swells","2010-04-05",NA,"2009-08-08","conservative",1,0,1,0,0,-3.18032786885246,-3.18032786885246,NA,"M","multi"
"885","T","F216","M133","2009-11-13","mother swells","2010-04-05",NA,"2009-08-08","conservative",2,1,2,0,0,-3.18032786885246,-2.16393442622951,NA,"M","multi"
"893","T","F216","M133","2009-11-13","mother swells","2010-04-05",NA,"2009-08-08","conservative",3,2,3,0,0,-3.18032786885246,-1.18032786885246,NA,"M","multi"
"894","T","F216","M133","2009-11-13","mother swells","2010-04-05",NA,"2009-08-08","conservative",4,3,4,0,0,-3.18032786885246,-0.163934426229508,NA,"M","multi"
"891","T","F216","M133","2009-11-13","mother swells","2010-04-05",NA,"2009-08-08","conservative",5,4,5,0,0,-3.18032786885246,0.819672131147541,NA,"M","multi"
"896","T","F216","M133","2009-11-13","mother swells","2010-04-05",NA,"2009-08-08","conservative",6,5,6,0,0,-3.18032786885246,1.83606557377049,NA,"M","multi"
"897","T","F216","M133","2009-11-13","mother swells","2010-04-05",NA,"2009-08-08","conservative",7,6,7,0,0,-3.18032786885246,2.85245901639344,NA,"M","multi"
"898","T","F216","M133","2009-11-13","mother swells","2010-04-05",NA,"2009-08-08","conservative",8,7,8,0,1,-3.18032786885246,3.77049180327869,NA,"M","multi"
"890","T","F216","M133","2009-11-13","mother swells","2010-04-05",NA,"2009-08-08","conservative",9,8,9,0,1,-3.18032786885246,4.78688524590164,NA,"M","multi"
"887","T","F216","M133","2009-11-13","mother swells","2010-04-05",NA,"2009-08-08","conservative",10,9,10,0,1,-3.18032786885246,5.77049180327869,NA,"M","multi"
"888","T","F216","M133","2009-11-13","mother swells","2010-04-05",NA,"2009-08-08","conservative",11,10,11,0,1,-3.18032786885246,6.78688524590164,NA,"M","multi"
"889","T","F216","M133","2009-11-13","mother swells","2010-04-05",NA,"2009-08-08","conservative",12,11,12,0,1,-3.18032786885246,7.77049180327869,NA,"M","multi"
"776","T","F200","M135","2011-07-14","infant death","2012-03-26","2012-03-26","2012-03-13","conservative",1,0,1,1,0,7.9672131147541,7.9672131147541,8.39344262295082,"M","multi"
"641","M","F155","M138","2011-09-24","mother swells","2012-06-11","2012-06-18","2011-08-15","conservative",1,0,1,0,0,-1.31147540983607,-1.31147540983607,8.78688524590164,"M","multi"
"638","M","F155","M138","2011-09-24","mother swells","2012-06-11","2012-06-18","2011-08-15","conservative",2,1,2,0,0,-1.31147540983607,-0.295081967213115,8.78688524590164,"M","multi"
"631","M","F155","M138","2011-09-24","mother swells","2012-06-11","2012-06-18","2011-08-15","conservative",3,2,3,0,0,-1.31147540983607,0.688524590163934,8.78688524590164,"M","multi"
"632","M","F155","M138","2011-09-24","mother swells","2012-06-11","2012-06-18","2011-08-15","conservative",4,3,4,0,0,-1.31147540983607,1.70491803278689,8.78688524590164,"M","multi"
"642","M","F155","M138","2011-09-24","mother swells","2012-06-11","2012-06-18","2011-08-15","conservative",5,4,5,0,0,-1.31147540983607,2.68852459016393,8.78688524590164,"M","multi"
"625","M","F155","M138","2011-09-24","mother swells","2012-06-11","2012-06-18","2011-08-15","conservative",6,5,6,0,0,-1.31147540983607,3.70491803278689,8.78688524590164,"M","multi"
"626","M","F155","M138","2011-09-24","mother swells","2012-06-11","2012-06-18","2011-08-15","conservative",7,6,7,0,0,-1.31147540983607,4.72131147540984,8.78688524590164,"M","multi"
"646","M","F155","M138","2011-09-24","mother swells","2012-06-11","2012-06-18","2011-08-15","conservative",8,7,8,0,0,-1.31147540983607,5.67213114754098,8.78688524590164,"M","multi"
"644","M","F155","M138","2011-09-24","mother swells","2012-06-11","2012-06-18","2011-08-15","conservative",9,8,9,0,0,-1.31147540983607,6.68852459016393,8.78688524590164,"M","multi"
