"","Unit","Female","Infant","Date.birth","Event.end","Date.end","Date.death","Date.takeover","Dataset","Month","Time1","Time2","Death","Swelling","Age.takeover","Age.infant","Age.death","Sex.infant","Parity"
"676","M","F161","M41","2008-12-12","mother swells","2010-04-15",NA,"2010-01-31","conservative",6,5,6,0,1,13.6065573770492,18.5245901639344,NA,"M","primi"
"673","M","F161","M41","2008-12-12","mother swells","2010-04-15",NA,"2010-01-31","conservative",7,6,7,0,1,13.6065573770492,19.5409836065574,NA,"M","primi"
"672","M","F161","M41","2008-12-12","mother swells","2010-04-15",NA,"2010-01-31","conservative",8,7,8,0,1,13.6065573770492,20.5573770491803,NA,"M","primi"
"684","M","F161","M41","2008-12-12","mother swells","2010-04-15",NA,"2010-01-31","conservative",9,8,9,0,1,13.6065573770492,21.5409836065574,NA,"M","primi"
"686","M","F161","M41","2008-12-12","mother swells","2010-04-15",NA,"2010-01-31","conservative",10,9,10,0,1,13.6065573770492,22.5573770491803,NA,"M","primi"
"687","M","F161","M41","2008-12-12","mother swells","2010-04-15",NA,"2010-01-31","conservative",11,10,11,0,1,13.6065573770492,23.5409836065574,NA,"M","primi"
"358","D","F68","M46","2016-03-05","mother swells","2017-02-28",NA,"2017-02-05","conservative",1,0,1,0,1,11.0491803278689,11.0491803278689,NA,"M","multi"
"354","D","F68","M46","2016-03-05","mother swells","2017-02-28",NA,"2017-02-05","conservative",2,1,2,0,1,11.0491803278689,11.9672131147541,NA,"M","multi"
"359","D","F68","M46","2016-03-05","mother swells","2017-02-28",NA,"2017-02-05","conservative",3,2,3,0,1,11.0491803278689,12.983606557377,NA,"M","multi"
"361","D","F68","M46","2016-03-05","mother swells","2017-02-28",NA,"2017-02-05","conservative",4,3,4,0,1,11.0491803278689,13.9672131147541,NA,"M","multi"
"356","D","F68","M46","2016-03-05","mother swells","2017-02-28",NA,"2017-02-05","conservative",5,4,5,0,1,11.0491803278689,14.983606557377,NA,"M","multi"
"348","D","F68","M46","2016-03-05","mother swells","2017-02-28",NA,"2017-02-05","conservative",6,5,6,0,1,11.0491803278689,15.9672131147541,NA,"M","multi"
"347","D","F68","M46","2016-03-05","mother swells","2017-02-28",NA,"2017-02-05","conservative",7,6,7,0,1,11.0491803278689,16.983606557377,NA,"M","multi"
"342","D","F68","M46","2016-03-05","mother swells","2017-02-28",NA,"2017-02-05","conservative",8,7,8,0,1,11.0491803278689,18,NA,"M","multi"
"355","D","F68","M46","2016-03-05","mother swells","2017-02-28",NA,"2017-02-05","conservative",9,8,9,0,1,11.0491803278689,18.983606557377,NA,"M","multi"
"360","D","F68","M46","2016-03-05","mother swells","2017-02-28",NA,"2017-02-05","conservative",10,9,10,0,1,11.0491803278689,20,NA,"M","multi"
"363","D","F68","M46","2016-03-05","mother swells","2017-02-28",NA,"2017-02-05","conservative",11,10,11,0,1,11.0491803278689,20.983606557377,NA,"M","multi"
"364","D","F68","M46","2016-03-05","mother swells","2017-02-28",NA,"2017-02-05","conservative",12,11,12,0,1,11.0491803278689,22,NA,"M","multi"
"319","D","F63","M48","2016-03-28","mother swells","2017-02-28",NA,"2017-02-05","conservative",1,0,1,0,1,10.2950819672131,10.2950819672131,NA,"M","primi"
"318","D","F63","M48","2016-03-28","mother swells","2017-02-28",NA,"2017-02-05","conservative",2,1,2,0,1,10.2950819672131,11.2131147540984,NA,"M","primi"
"329","D","F63","M48","2016-03-28","mother swells","2017-02-28",NA,"2017-02-05","conservative",3,2,3,0,1,10.2950819672131,12.2295081967213,NA,"M","primi"
"323","D","F63","M48","2016-03-28","mother swells","2017-02-28",NA,"2017-02-05","conservative",4,3,4,0,1,10.2950819672131,13.2131147540984,NA,"M","primi"
"328","D","F63","M48","2016-03-28","mother swells","2017-02-28",NA,"2017-02-05","conservative",5,4,5,0,1,10.2950819672131,14.2295081967213,NA,"M","primi"
"324","D","F63","M48","2016-03-28","mother swells","2017-02-28",NA,"2017-02-05","conservative",6,5,6,0,1,10.2950819672131,15.2131147540984,NA,"M","primi"
"320","D","F63","M48","2016-03-28","mother swells","2017-02-28",NA,"2017-02-05","conservative",7,6,7,0,1,10.2950819672131,16.2295081967213,NA,"M","primi"
"321","D","F63","M48","2016-03-28","mother swells","2017-02-28",NA,"2017-02-05","conservative",8,7,8,0,1,10.2950819672131,17.2459016393443,NA,"M","primi"
"327","D","F63","M48","2016-03-28","mother swells","2017-02-28",NA,"2017-02-05","conservative",9,8,9,0,1,10.2950819672131,18.2295081967213,NA,"M","primi"
"322","D","F63","M48","2016-03-28","mother swells","2017-02-28",NA,"2017-02-05","conservative",10,9,10,0,1,10.2950819672131,19.2459016393443,NA,"M","primi"
"326","D","F63","M48","2016-03-28","mother swells","2017-02-28",NA,"2017-02-05","conservative",11,10,11,0,1,10.2950819672131,20.2295081967213,NA,"M","primi"
"325","D","F63","M48","2016-03-28","mother swells","2017-02-28",NA,"2017-02-05","conservative",12,11,12,0,1,10.2950819672131,21.2459016393443,NA,"M","primi"
"402","D","F74","M49","2016-02-26","mother swells","2017-02-26",NA,"2017-02-05","conservative",1,0,1,0,1,11.3114754098361,11.3114754098361,NA,"M","primi"
"401","D","F74","M49","2016-02-26","mother swells","2017-02-26",NA,"2017-02-05","conservative",2,1,2,0,1,11.3114754098361,12.2295081967213,NA,"M","primi"
"403","D","F74","M49","2016-02-26","mother swells","2017-02-26",NA,"2017-02-05","conservative",3,2,3,0,1,11.3114754098361,13.2459016393443,NA,"M","primi"
"407","D","F74","M49","2016-02-26","mother swells","2017-02-26",NA,"2017-02-05","conservative",4,3,4,0,1,11.3114754098361,14.2295081967213,NA,"M","primi"
"405","D","F74","M49","2016-02-26","mother swells","2017-02-26",NA,"2017-02-05","conservative",5,4,5,0,1,11.3114754098361,15.2459016393443,NA,"M","primi"
"408","D","F74","M49","2016-02-26","mother swells","2017-02-26",NA,"2017-02-05","conservative",6,5,6,0,1,11.3114754098361,16.2295081967213,NA,"M","primi"
"404","D","F74","M49","2016-02-26","mother swells","2017-02-26",NA,"2017-02-05","conservative",7,6,7,0,1,11.3114754098361,17.2459016393443,NA,"M","primi"
"409","D","F74","M49","2016-02-26","mother swells","2017-02-26",NA,"2017-02-05","conservative",8,7,8,0,1,11.3114754098361,18.2622950819672,NA,"M","primi"
"412","D","F74","M49","2016-02-26","mother swells","2017-02-26",NA,"2017-02-05","conservative",9,8,9,0,1,11.3114754098361,19.2459016393443,NA,"M","primi"
"411","D","F74","M49","2016-02-26","mother swells","2017-02-26",NA,"2017-02-05","conservative",10,9,10,0,1,11.3114754098361,20.2622950819672,NA,"M","primi"
"406","D","F74","M49","2016-02-26","mother swells","2017-02-26",NA,"2017-02-05","conservative",11,10,11,0,1,11.3114754098361,21.2459016393443,NA,"M","primi"
"410","D","F74","M49","2016-02-26","mother swells","2017-02-26",NA,"2017-02-05","conservative",12,11,12,0,1,11.3114754098361,22.2622950819672,NA,"M","primi"
"64","A","F8","M5","2013-11-03","mother swells","2015-04-14",NA,"2015-03-18","conservative",1,0,1,0,1,16.3934426229508,16.3934426229508,NA,"M","primi"
"66","A","F8","M5","2013-11-03","mother swells","2015-04-14",NA,"2015-03-18","conservative",2,1,2,0,1,16.3934426229508,17.4098360655738,NA,"M","primi"
"67","A","F8","M5","2013-11-03","mother swells","2015-04-14",NA,"2015-03-18","conservative",3,2,3,0,1,16.3934426229508,18.3934426229508,NA,"M","primi"
"65","A","F8","M5","2013-11-03","mother swells","2015-04-14",NA,"2015-03-18","conservative",4,3,4,0,1,16.3934426229508,19.4098360655738,NA,"M","primi"
"69","A","F8","M5","2013-11-03","mother swells","2015-04-14",NA,"2015-03-18","conservative",5,4,5,0,1,16.3934426229508,20.3934426229508,NA,"M","primi"
"70","A","F8","M5","2013-11-03","mother swells","2015-04-14",NA,"2015-03-18","conservative",6,5,6,0,1,16.3934426229508,21.4098360655738,NA,"M","primi"
"71","A","F8","M5","2013-11-03","mother swells","2015-04-14",NA,"2015-03-18","conservative",7,6,7,0,1,16.3934426229508,22.4262295081967,NA,"M","primi"
"68","A","F8","M5","2013-11-03","mother swells","2015-04-14",NA,"2015-03-18","conservative",8,7,8,0,1,16.3934426229508,23.4098360655738,NA,"M","primi"
"220","C1","F44","M51","2010-01-15","mother swells","2011-04-04",NA,"2011-03-06","conservative",1,0,1,0,1,13.6065573770492,13.6065573770492,NA,"M","primi"
"215","C1","F44","M51","2010-01-15","mother swells","2011-04-04",NA,"2011-03-06","conservative",2,1,2,0,1,13.6065573770492,14.6229508196721,NA,"M","primi"
"218","C1","F44","M51","2010-01-15","mother swells","2011-04-04",NA,"2011-03-06","conservative",3,2,3,0,1,13.6065573770492,15.6065573770492,NA,"M","primi"
"224","C1","F44","M51","2010-01-15","mother swells","2011-04-04",NA,"2011-03-06","conservative",4,3,4,0,1,13.6065573770492,16.6229508196721,NA,"M","primi"
"222","C1","F44","M51","2010-01-15","mother swells","2011-04-04",NA,"2011-03-06","conservative",5,4,5,0,1,13.6065573770492,17.6065573770492,NA,"M","primi"
"223","C1","F44","M51","2010-01-15","mother swells","2011-04-04",NA,"2011-03-06","conservative",6,5,6,0,1,13.6065573770492,18.6229508196721,NA,"M","primi"
"219","C1","F44","M51","2010-01-15","mother swells","2011-04-04",NA,"2011-03-06","conservative",7,6,7,0,1,13.6065573770492,19.6393442622951,NA,"M","primi"
"225","C1","F44","M51","2010-01-15","mother swells","2011-04-04",NA,"2011-03-06","conservative",8,7,8,0,1,13.6065573770492,20.6229508196721,NA,"M","primi"
"221","C1","F44","M51","2010-01-15","mother swells","2011-04-04",NA,"2011-03-06","conservative",9,8,9,0,1,13.6065573770492,21.6393442622951,NA,"M","primi"
"217","C1","F44","M51","2010-01-15","mother swells","2011-04-04",NA,"2011-03-06","conservative",10,9,10,0,1,13.6065573770492,22.6229508196721,NA,"M","primi"
"216","C1","F44","M51","2010-01-15","mother swells","2011-04-04",NA,"2011-03-06","conservative",11,10,11,0,1,13.6065573770492,23.6393442622951,NA,"M","primi"
"849","T","F211","M57","2008-03-29","mother swells","2009-09-05",NA,"2009-08-08","conservative",1,0,1,0,1,16.2950819672131,16.2950819672131,NA,"M","multi"
"848","T","F211","M57","2008-03-29","mother swells","2009-09-05",NA,"2009-08-08","conservative",2,1,2,0,1,16.2950819672131,17.3114754098361,NA,"M","multi"
"846","T","F211","M57","2008-03-29","mother swells","2009-09-05",NA,"2009-08-08","conservative",3,2,3,0,1,16.2950819672131,18.2950819672131,NA,"M","multi"
"845","T","F211","M57","2008-03-29","mother swells","2009-09-05",NA,"2009-08-08","conservative",4,3,4,0,1,16.2950819672131,19.3114754098361,NA,"M","multi"
"850","T","F211","M57","2008-03-29","mother swells","2009-09-05",NA,"2009-08-08","conservative",5,4,5,0,1,16.2950819672131,20.2950819672131,NA,"M","multi"
"847","T","F211","M57","2008-03-29","mother swells","2009-09-05",NA,"2009-08-08","conservative",6,5,6,0,1,16.2950819672131,21.3114754098361,NA,"M","multi"
"852","T","F211","M57","2008-03-29","mother swells","2009-09-05",NA,"2009-08-08","conservative",7,6,7,0,1,16.2950819672131,22.327868852459,NA,"M","multi"
"851","T","F211","M57","2008-03-29","mother swells","2009-09-05",NA,"2009-08-08","conservative",8,7,8,0,1,16.2950819672131,23.2459016393443,NA,"M","multi"
"421","G","F85","M59","2015-10-14","mother swells","2016-06-14",NA,"2015-12-27","uncertain",1,0,1,0,0,2.42622950819672,2.42622950819672,NA,"M","multi"
"424","G","F85","M59","2015-10-14","mother swells","2016-06-14",NA,"2015-12-27","uncertain",2,1,2,0,0,2.42622950819672,3.44262295081967,NA,"M","multi"
"420","G","F85","M59","2015-10-14","mother swells","2016-06-14",NA,"2015-12-27","uncertain",3,2,3,0,0,2.42622950819672,4.45901639344262,NA,"M","multi"
"415","G","F85","M59","2015-10-14","mother swells","2016-06-14",NA,"2015-12-27","uncertain",4,3,4,0,0,2.42622950819672,5.40983606557377,NA,"M","multi"
"416","G","F85","M59","2015-10-14","mother swells","2016-06-14",NA,"2015-12-27","uncertain",5,4,5,0,0,2.42622950819672,6.42622950819672,NA,"M","multi"
"423","G","F85","M59","2015-10-14","mother swells","2016-06-14",NA,"2015-12-27","uncertain",6,5,6,0,1,2.42622950819672,7.40983606557377,NA,"M","multi"
"414","G","F85","M59","2015-10-14","mother swells","2016-06-14",NA,"2015-12-27","uncertain",7,6,7,0,1,2.42622950819672,8.42622950819672,NA,"M","multi"
"422","G","F85","M59","2015-10-14","mother swells","2016-06-14",NA,"2015-12-27","uncertain",8,7,8,0,1,2.42622950819672,9.40983606557377,NA,"M","multi"
"417","G","F85","M59","2015-10-14","mother swells","2016-06-14",NA,"2015-12-27","uncertain",9,8,9,0,1,2.42622950819672,10.4262295081967,NA,"M","multi"
"418","G","F85","M59","2015-10-14","mother swells","2016-06-14",NA,"2015-12-27","uncertain",10,9,10,0,1,2.42622950819672,11.4426229508197,NA,"M","multi"
"413","G","F85","M59","2015-10-14","mother swells","2016-06-14",NA,"2015-12-27","uncertain",11,10,11,0,1,2.42622950819672,12.4262295081967,NA,"M","multi"
"419","G","F85","M59","2015-10-14","mother swells","2016-06-14",NA,"2015-12-27","uncertain",12,11,12,0,1,2.42622950819672,13.4426229508197,NA,"M","multi"
"13","A","F5","M6","2013-09-29","mother swells","2015-04-14",NA,"2015-03-18","conservative",1,0,1,0,1,17.5409836065574,17.5409836065574,NA,"M","multi"
"17","A","F5","M6","2013-09-29","mother swells","2015-04-14",NA,"2015-03-18","conservative",2,1,2,0,1,17.5409836065574,18.5573770491803,NA,"M","multi"
"18","A","F5","M6","2013-09-29","mother swells","2015-04-14",NA,"2015-03-18","conservative",3,2,3,0,1,17.5409836065574,19.5409836065574,NA,"M","multi"
"15","A","F5","M6","2013-09-29","mother swells","2015-04-14",NA,"2015-03-18","conservative",4,3,4,0,1,17.5409836065574,20.5573770491803,NA,"M","multi"
"16","A","F5","M6","2013-09-29","mother swells","2015-04-14",NA,"2015-03-18","conservative",5,4,5,0,1,17.5409836065574,21.5409836065574,NA,"M","multi"
"12","A","F5","M6","2013-09-29","mother swells","2015-04-14",NA,"2015-03-18","conservative",6,5,6,0,1,17.5409836065574,22.5573770491803,NA,"M","multi"
"14","A","F5","M6","2013-09-29","mother swells","2015-04-14",NA,"2015-03-18","conservative",7,6,7,0,1,17.5409836065574,23.5737704918033,NA,"M","multi"
"818","T","F207","M66","2011-07-01","mother swells","2012-04-17",NA,"2012-03-13","conservative",1,0,1,0,0,8.39344262295082,8.39344262295082,NA,"M","primi"
"819","T","F207","M66","2011-07-01","mother swells","2012-04-17",NA,"2012-03-13","conservative",2,1,2,0,1,8.39344262295082,9.40983606557377,NA,"M","primi"
"838","T","F207","M66","2011-07-01","mother swells","2012-04-17",NA,"2012-03-13","conservative",3,2,3,0,1,8.39344262295082,10.3934426229508,NA,"M","primi"
"828","T","F207","M66","2011-07-01","mother swells","2012-04-17",NA,"2012-03-13","conservative",4,3,4,0,1,8.39344262295082,11.4098360655738,NA,"M","primi"
"833","T","F207","M66","2011-07-01","mother swells","2012-04-17",NA,"2012-03-13","conservative",5,4,5,0,1,8.39344262295082,12.3934426229508,NA,"M","primi"
"825","T","F207","M66","2011-07-01","mother swells","2012-04-17",NA,"2012-03-13","conservative",6,5,6,0,1,8.39344262295082,13.4098360655738,NA,"M","primi"
"820","T","F207","M66","2011-07-01","mother swells","2012-04-17",NA,"2012-03-13","conservative",7,6,7,0,1,8.39344262295082,14.4262295081967,NA,"M","primi"
"817","T","F207","M66","2011-07-01","mother swells","2012-04-17",NA,"2012-03-13","conservative",8,7,8,0,1,8.39344262295082,15.4098360655738,NA,"M","primi"
"826","T","F207","M66","2011-07-01","mother swells","2012-04-17",NA,"2012-03-13","conservative",9,8,9,0,1,8.39344262295082,16.4262295081967,NA,"M","primi"
"823","T","F207","M66","2011-07-01","mother swells","2012-04-17",NA,"2012-03-13","conservative",10,9,10,0,1,8.39344262295082,17.4098360655738,NA,"M","primi"
"830","T","F207","M66","2011-07-01","mother swells","2012-04-17",NA,"2012-03-13","conservative",11,10,11,0,1,8.39344262295082,18.4262295081967,NA,"M","primi"
"829","T","F207","M66","2011-07-01","mother swells","2012-04-17",NA,"2012-03-13","conservative",12,11,12,0,1,8.39344262295082,19.4426229508197,NA,"M","primi"
"6","A","F4","M7","2014-02-26","mother swells","2015-04-03","2015-04-29","2015-03-18","conservative",1,0,1,0,1,12.6229508196721,12.6229508196721,14,"M","multi"
"7","A","F4","M7","2014-02-26","mother swells","2015-04-03","2015-04-29","2015-03-18","conservative",2,1,2,1,1,12.6229508196721,13.6393442622951,14,"M","multi"
"227","C1","F50","M71","2010-07-09","mother swells","2011-04-09",NA,"2011-03-06","conservative",1,0,1,0,0,7.86885245901639,7.86885245901639,NA,"M","primi"
"234","C1","F50","M71","2010-07-09","mother swells","2011-04-09",NA,"2011-03-06","conservative",2,1,2,0,1,7.86885245901639,8.88524590163934,NA,"M","primi"
"235","C1","F50","M71","2010-07-09","mother swells","2011-04-09",NA,"2011-03-06","conservative",3,2,3,0,1,7.86885245901639,9.86885245901639,NA,"M","primi"
"232","C1","F50","M71","2010-07-09","mother swells","2011-04-09",NA,"2011-03-06","conservative",4,3,4,0,1,7.86885245901639,10.8852459016393,NA,"M","primi"
"228","C1","F50","M71","2010-07-09","mother swells","2011-04-09",NA,"2011-03-06","conservative",5,4,5,0,1,7.86885245901639,11.8688524590164,NA,"M","primi"
"242","C1","F50","M71","2010-07-09","mother swells","2011-04-09",NA,"2011-03-06","conservative",6,5,6,0,1,7.86885245901639,12.8852459016393,NA,"M","primi"
"244","C1","F50","M71","2010-07-09","mother swells","2011-04-09",NA,"2011-03-06","conservative",7,6,7,0,1,7.86885245901639,13.9016393442623,NA,"M","primi"
"249","C1","F50","M71","2010-07-09","mother swells","2011-04-09",NA,"2011-03-06","conservative",8,7,8,0,1,7.86885245901639,14.8852459016393,NA,"M","primi"
"247","C1","F50","M71","2010-07-09","mother swells","2011-04-09",NA,"2011-03-06","conservative",9,8,9,0,1,7.86885245901639,15.9016393442623,NA,"M","primi"
"230","C1","F50","M71","2010-07-09","mother swells","2011-04-09",NA,"2011-03-06","conservative",10,9,10,0,1,7.86885245901639,16.8852459016393,NA,"M","primi"
"231","C1","F50","M71","2010-07-09","mother swells","2011-04-09",NA,"2011-03-06","conservative",11,10,11,0,1,7.86885245901639,17.9016393442623,NA,"M","primi"
"241","C1","F50","M71","2010-07-09","mother swells","2011-04-09",NA,"2011-03-06","conservative",12,11,12,0,1,7.86885245901639,18.9180327868852,NA,"M","primi"
"496","J","F110","M77","2009-11-19","mother swells","2011-04-18",NA,"2011-03-24","conservative",1,0,1,0,1,16.0655737704918,16.0655737704918,NA,"M","multi"
"491","J","F110","M77","2009-11-19","mother swells","2011-04-18",NA,"2011-03-24","conservative",2,1,2,0,1,16.0655737704918,17.0819672131148,NA,"M","multi"
"489","J","F110","M77","2009-11-19","mother swells","2011-04-18",NA,"2011-03-24","conservative",3,2,3,0,1,16.0655737704918,18.0655737704918,NA,"M","multi"
"492","J","F110","M77","2009-11-19","mother swells","2011-04-18",NA,"2011-03-24","conservative",4,3,4,0,1,16.0655737704918,19.0819672131148,NA,"M","multi"
"493","J","F110","M77","2009-11-19","mother swells","2011-04-18",NA,"2011-03-24","conservative",5,4,5,0,1,16.0655737704918,20.0655737704918,NA,"M","multi"
"490","J","F110","M77","2009-11-19","mother swells","2011-04-18",NA,"2011-03-24","conservative",6,5,6,0,1,16.0655737704918,21.0819672131148,NA,"M","multi"
"495","J","F110","M77","2009-11-19","mother swells","2011-04-18",NA,"2011-03-24","conservative",7,6,7,0,1,16.0655737704918,22.0983606557377,NA,"M","multi"
"494","J","F110","M77","2009-11-19","mother swells","2011-04-18",NA,"2011-03-24","conservative",8,7,8,0,1,16.0655737704918,23.0819672131148,NA,"M","multi"
"505","K","F118","M79","2013-06-30","infant death","2014-04-02","2014-04-02","2014-03-24","conservative",1,0,1,1,0,8.75409836065574,8.75409836065574,9.04918032786885,"M","primi"
"73","B1","F16","M8","2012-10-26","mother swells","2013-06-30","2013-12-20","2013-04-05","conservative",1,0,1,0,0,5.27868852459016,5.27868852459016,13.7704918032787,"M","multi"
"74","B1","F16","M8","2012-10-26","mother swells","2013-06-30","2013-12-20","2013-04-05","conservative",2,1,2,0,0,5.27868852459016,6.26229508196721,13.7704918032787,"M","multi"
"72","B1","F16","M8","2012-10-26","mother swells","2013-06-30","2013-12-20","2013-04-05","conservative",3,2,3,0,1,5.27868852459016,7.27868852459016,13.7704918032787,"M","multi"
"77","B1","F16","M8","2012-10-26","mother swells","2013-06-30","2013-12-20","2013-04-05","conservative",4,3,4,0,1,5.27868852459016,8.26229508196721,13.7704918032787,"M","multi"
"78","B1","F16","M8","2012-10-26","mother swells","2013-06-30","2013-12-20","2013-04-05","conservative",5,4,5,0,1,5.27868852459016,9.27868852459016,13.7704918032787,"M","multi"
"75","B1","F16","M8","2012-10-26","mother swells","2013-06-30","2013-12-20","2013-04-05","conservative",6,5,6,0,1,5.27868852459016,10.2950819672131,13.7704918032787,"M","multi"
"76","B1","F16","M8","2012-10-26","mother swells","2013-06-30","2013-12-20","2013-04-05","conservative",7,6,7,0,1,5.27868852459016,11.2786885245902,13.7704918032787,"M","multi"
"79","B1","F16","M8","2012-10-26","mother swells","2013-06-30","2013-12-20","2013-04-05","conservative",8,7,8,0,1,5.27868852459016,12.2950819672131,13.7704918032787,"M","multi"
"80","B1","F16","M8","2012-10-26","mother swells","2013-06-30","2013-12-20","2013-04-05","conservative",9,8,9,1,1,5.27868852459016,13.2786885245902,13.7704918032787,"M","multi"
"517","L","F129","M81","2011-11-22","infant death","2011-12-08","2011-12-08","2011-10-30","conservative",1,0,1,0,0,-0.754098360655738,-0.754098360655738,0.524590163934426,"M","multi"
"518","L","F129","M81","2011-11-22","infant death","2011-12-08","2011-12-08","2011-10-30","conservative",2,1,2,1,0,-0.754098360655738,0.262295081967213,0.524590163934426,"M","multi"
"721","M","F168","M86","2010-09-23","mother swells","2011-10-25",NA,"2011-08-15","conservative",1,0,1,0,0,10.6885245901639,10.6885245901639,NA,"M","primi"
"723","M","F168","M86","2010-09-23","mother swells","2011-10-25",NA,"2011-08-15","conservative",2,1,2,0,0,10.6885245901639,11.7049180327869,NA,"M","primi"
"720","M","F168","M86","2010-09-23","mother swells","2011-10-25",NA,"2011-08-15","conservative",3,2,3,0,1,10.6885245901639,12.6885245901639,NA,"M","primi"
"714","M","F168","M86","2010-09-23","mother swells","2011-10-25",NA,"2011-08-15","conservative",4,3,4,0,1,10.6885245901639,13.7049180327869,NA,"M","primi"
"713","M","F168","M86","2010-09-23","mother swells","2011-10-25",NA,"2011-08-15","conservative",5,4,5,0,1,10.6885245901639,14.6885245901639,NA,"M","primi"
"716","M","F168","M86","2010-09-23","mother swells","2011-10-25",NA,"2011-08-15","conservative",6,5,6,0,1,10.6885245901639,15.7049180327869,NA,"M","primi"
"722","M","F168","M86","2010-09-23","mother swells","2011-10-25",NA,"2011-08-15","conservative",7,6,7,0,1,10.6885245901639,16.7213114754098,NA,"M","primi"
"724","M","F168","M86","2010-09-23","mother swells","2011-10-25",NA,"2011-08-15","conservative",8,7,8,0,1,10.6885245901639,17.672131147541,NA,"M","primi"
"718","M","F168","M86","2010-09-23","mother swells","2011-10-25",NA,"2011-08-15","conservative",9,8,9,0,1,10.6885245901639,18.6885245901639,NA,"M","primi"
"719","M","F168","M86","2010-09-23","mother swells","2011-10-25",NA,"2011-08-15","conservative",10,9,10,0,1,10.6885245901639,19.672131147541,NA,"M","primi"
"717","M","F168","M86","2010-09-23","mother swells","2011-10-25",NA,"2011-08-15","conservative",11,10,11,0,1,10.6885245901639,20.6885245901639,NA,"M","primi"
"715","M","F168","M86","2010-09-23","mother swells","2011-10-25",NA,"2011-08-15","conservative",12,11,12,0,1,10.6885245901639,21.672131147541,NA,"M","primi"
"556","M","F142","M88","2009-02-03","mother swells","2010-04-15",NA,"2010-01-31","conservative",1,0,1,0,0,11.8688524590164,11.8688524590164,NA,"M","multi"
"557","M","F142","M88","2009-02-03","mother swells","2010-04-15",NA,"2010-01-31","conservative",2,1,2,0,0,11.8688524590164,12.7868852459016,NA,"M","multi"
"553","M","F142","M88","2009-02-03","mother swells","2010-04-15",NA,"2010-01-31","conservative",3,2,3,0,1,11.8688524590164,13.8032786885246,NA,"M","multi"
"552","M","F142","M88","2009-02-03","mother swells","2010-04-15",NA,"2010-01-31","conservative",4,3,4,0,1,11.8688524590164,14.7868852459016,NA,"M","multi"
"550","M","F142","M88","2009-02-03","mother swells","2010-04-15",NA,"2010-01-31","conservative",5,4,5,0,1,11.8688524590164,15.8032786885246,NA,"M","multi"
"560","M","F142","M88","2009-02-03","mother swells","2010-04-15",NA,"2010-01-31","conservative",6,5,6,0,1,11.8688524590164,16.7868852459016,NA,"M","multi"
"555","M","F142","M88","2009-02-03","mother swells","2010-04-15",NA,"2010-01-31","conservative",7,6,7,0,1,11.8688524590164,17.8032786885246,NA,"M","multi"
"563","M","F142","M88","2009-02-03","mother swells","2010-04-15",NA,"2010-01-31","conservative",8,7,8,0,1,11.8688524590164,18.8196721311475,NA,"M","multi"
"565","M","F142","M88","2009-02-03","mother swells","2010-04-15",NA,"2010-01-31","conservative",9,8,9,0,1,11.8688524590164,19.8032786885246,NA,"M","multi"
"558","M","F142","M88","2009-02-03","mother swells","2010-04-15",NA,"2010-01-31","conservative",10,9,10,0,1,11.8688524590164,20.8196721311475,NA,"M","multi"
"554","M","F142","M88","2009-02-03","mother swells","2010-04-15",NA,"2010-01-31","conservative",11,10,11,0,1,11.8688524590164,21.8032786885246,NA,"M","multi"
"551","M","F142","M88","2009-02-03","mother swells","2010-04-15",NA,"2010-01-31","conservative",12,11,12,0,1,11.8688524590164,22.8196721311475,NA,"M","multi"
"791","T","F204","M9","2008-09-09","mother swells","2009-09-05",NA,"2009-08-08","conservative",1,0,1,0,1,10.9180327868852,10.9180327868852,NA,"M","primi"
"792","T","F204","M9","2008-09-09","mother swells","2009-09-05",NA,"2009-08-08","conservative",2,1,2,0,1,10.9180327868852,11.9344262295082,NA,"M","primi"
"806","T","F204","M9","2008-09-09","mother swells","2009-09-05",NA,"2009-08-08","conservative",3,2,3,0,1,10.9180327868852,12.9180327868852,NA,"M","primi"
"803","T","F204","M9","2008-09-09","mother swells","2009-09-05",NA,"2009-08-08","conservative",4,3,4,0,1,10.9180327868852,13.9344262295082,NA,"M","primi"
"804","T","F204","M9","2008-09-09","mother swells","2009-09-05",NA,"2009-08-08","conservative",5,4,5,0,1,10.9180327868852,14.9180327868852,NA,"M","primi"
"796","T","F204","M9","2008-09-09","mother swells","2009-09-05",NA,"2009-08-08","conservative",6,5,6,0,1,10.9180327868852,15.9344262295082,NA,"M","primi"
"789","T","F204","M9","2008-09-09","mother swells","2009-09-05",NA,"2009-08-08","conservative",7,6,7,0,1,10.9180327868852,16.9508196721311,NA,"M","primi"
"790","T","F204","M9","2008-09-09","mother swells","2009-09-05",NA,"2009-08-08","conservative",8,7,8,0,1,10.9180327868852,17.8688524590164,NA,"M","primi"
"798","T","F204","M9","2008-09-09","mother swells","2009-09-05",NA,"2009-08-08","conservative",9,8,9,0,1,10.9180327868852,18.8852459016393,NA,"M","primi"
"799","T","F204","M9","2008-09-09","mother swells","2009-09-05",NA,"2009-08-08","conservative",10,9,10,0,1,10.9180327868852,19.8688524590164,NA,"M","primi"
"800","T","F204","M9","2008-09-09","mother swells","2009-09-05",NA,"2009-08-08","conservative",11,10,11,0,1,10.9180327868852,20.8852459016393,NA,"M","primi"
"801","T","F204","M9","2008-09-09","mother swells","2009-09-05",NA,"2009-08-08","conservative",12,11,12,0,1,10.9180327868852,21.8688524590164,NA,"M","primi"
