"","Unit","Female","Infant","Date.swelling","Date.nextconception","Time.to.conception","Date.takeover","Dataset","Month","Time1","Time2","Conception","Takeover.fix","Sex.infant","Parity","Avg.temperature","Cumulative.rainfall","Season","Rainfall.cat","Temperature.cat"
"86","C","F39","F41",2006-12-26,2007-06-22,5.83606557377049,NA,"conservative",5,4,5,0,0,"F","multi",8.29677419354839,61.1,"HotDry","Dry","Hot"
"82","C","F39","F41",2006-12-26,2007-06-22,5.83606557377049,NA,"conservative",6,5,6,1,0,"F","multi",8.92333333333333,130.3,"HotDry","Dry","Hot"
"176","C","F55","F45",2006-12-25,2007-03-03,2.22950819672131,NA,"conservative",1,0,1,0,0,"F","multi",5.52666666666667,136,"ColdDry","Dry","Cold"
"175","C","F55","F45",2006-12-25,2007-03-03,2.22950819672131,NA,"conservative",2,1,2,0,0,"F","multi",6.04193548387097,68.5,"ColdDry","Dry","Cold"
"174","C","F55","F45",2006-12-25,2007-03-03,2.22950819672131,NA,"conservative",3,2,3,1,0,"F","multi",6.87741935483871,15.6,"HotDry","Dry","Hot"
"143","C3","F46","F48",2016-04-02,2016-04-27,0.819672131147541,NA,"conservative",1,0,1,1,0,"F","multi",10.9741935483871,64.4,"HotDry","Dry","Hot"
"144","C3","F46","F51",2019-03-25,2019-04-21,0.885245901639344,NA,"conservative",1,0,1,1,0,"F","multi",11.125,17.2,"HotDry","Dry","Hot"
"138","C5","F45","F56",2018-03-12,2018-04-17,1.18032786885246,NA,"conservative",1,0,1,0,0,"F","multi",7.88928571428571,2.2,"HotDry","Dry","Hot"
"139","C5","F45","F56",2018-03-12,2018-04-17,1.18032786885246,NA,"conservative",2,1,2,1,0,"F","multi",8.4,28.1,"HotDry","Dry","Hot"
"133","C3","F43","F57",2019-03-22,2019-04-01,0.327868852459016,NA,"conservative",1,0,1,1,0,"F","multi",10.8285714285714,17.2,"HotDry","Dry","Hot"
"131","C3","F43","F58",2012-03-28,2012-07-30,4.0655737704918,"2012-03-22","conservative",1,0,1,0,1,"F","multi",9.20689655172414,7.7,"HotDry","Dry","Hot"
"136","C3","F43","F58",2012-03-28,2012-07-30,4.0655737704918,"2012-03-22","conservative",2,1,2,0,1,"F","multi",9.33225806451613,6.5,"HotDry","Dry","Hot"
"132","C3","F43","F58",2012-03-28,2012-07-30,4.0655737704918,"2012-03-22","conservative",3,2,3,0,1,"F","multi",10.93,74.8,"HotDry","Dry","Hot"
"137","C3","F43","F58",2012-03-28,2012-07-30,4.0655737704918,"2012-03-22","conservative",4,3,4,0,1,"F","multi",8.71290322580645,312.8,"ColdWet","Wet","Cold"
"134","C3","F43","F58",2012-03-28,2012-07-30,4.0655737704918,"2012-03-22","conservative",5,4,5,1,1,"F","multi",8.02666666666667,889.5,"ColdWet","Wet","Cold"
"150","C3","F49","F60",2018-02-23,2019-01-16,10.7213114754098,NA,"conservative",1,0,1,0,0,"F","primi",7.75806451612903,2.2,"HotDry","Dry","Hot"
"151","C3","F49","F60",2018-02-23,2019-01-16,10.7213114754098,NA,"conservative",2,1,2,0,0,"F","primi",7.91071428571429,5.2,"HotDry","Dry","Hot"
"153","C3","F49","F60",2018-02-23,2019-01-16,10.7213114754098,NA,"conservative",3,2,3,0,0,"F","primi",8.83225806451613,41.1,"HotDry","Dry","Hot"
"145","C3","F49","F60",2018-02-23,2019-01-16,10.7213114754098,NA,"conservative",4,3,4,0,0,"F","primi",10.09,118.9,"HotDry","Dry","Hot"
"152","C3","F49","F60",2018-02-23,2019-01-16,10.7213114754098,NA,"conservative",5,4,5,0,0,"F","primi",8.80322580645161,397.1,"ColdWet","Wet","Cold"
"155","C3","F49","F60",2018-02-23,2019-01-16,10.7213114754098,NA,"conservative",6,5,6,0,0,"F","primi",8.07333333333333,837.9,"ColdWet","Wet","Cold"
"146","C3","F49","F60",2018-02-23,2019-01-16,10.7213114754098,NA,"conservative",7,6,7,0,0,"F","primi",7.9258064516129,1214.4,"ColdWet","Wet","Cold"
"149","C3","F49","F60",2018-02-23,2019-01-16,10.7213114754098,NA,"conservative",8,7,8,0,0,"F","primi",8.13225806451613,1193.2,"ColdWet","Wet","Cold"
"148","C3","F49","F60",2018-02-23,2019-01-16,10.7213114754098,NA,"conservative",9,8,9,0,0,"F","primi",8.43333333333333,889,"ColdDry","Dry","Cold"
"154","C3","F49","F60",2018-02-23,2019-01-16,10.7213114754098,NA,"conservative",10,9,10,0,0,"F","primi",7.70645161290323,485.5,"ColdDry","Dry","Cold"
"147","C3","F49","F60",2018-02-23,2019-01-16,10.7213114754098,NA,"conservative",11,10,11,1,0,"F","primi",7.64333333333333,240.9,"ColdDry","Dry","Cold"
"191","D","F68","F71",2008-06-17,2009-03-04,8.52459016393443,"2008-06-17","uncertain",1,0,1,0,1,"F","primi",10.8870967741935,524.6,"ColdWet","Wet","Cold"
"200","D","F68","F71",2008-06-17,2009-03-04,8.52459016393443,"2008-06-17","uncertain",2,1,2,0,1,"F","primi",7.65666666666667,555.9,"ColdWet","Wet","Cold"
"201","D","F68","F71",2008-06-17,2009-03-04,8.52459016393443,"2008-06-17","uncertain",3,2,3,0,1,"F","primi",7.38387096774194,1149.1,"ColdWet","Wet","Cold"
"189","D","F68","F71",2008-06-17,2009-03-04,8.52459016393443,"2008-06-17","uncertain",4,3,4,0,1,"F","primi",8.08387096774194,1109.5,"ColdWet","Wet","Cold"
"193","D","F68","F71",2008-06-17,2009-03-04,8.52459016393443,"2008-06-17","uncertain",5,4,5,0,1,"F","primi",7.43333333333333,984.4,"ColdDry","Dry","Cold"
"202","D","F68","F71",2008-06-17,2009-03-04,8.52459016393443,"2008-06-17","uncertain",6,5,6,0,1,"F","primi",7.79032258064516,441,"ColdDry","Dry","Cold"
"192","D","F68","F71",2008-06-17,2009-03-04,8.52459016393443,"2008-06-17","uncertain",7,6,7,0,1,"F","primi",5.91333333333333,153.6,"ColdDry","Dry","Cold"
"188","D","F68","F71",2008-06-17,2009-03-04,8.52459016393443,"2008-06-17","uncertain",8,7,8,0,1,"F","primi",6.47741935483871,109,"ColdDry","Dry","Cold"
"190","D","F68","F71",2008-06-17,2009-03-04,8.52459016393443,"2008-06-17","uncertain",9,8,9,1,1,"F","primi",7.61612903225806,1.1,"HotDry","Dry","Hot"
"184","D","F67","F73",2010-04-08,2010-04-29,0.688524590163934,NA,"conservative",1,0,1,1,0,"F","multi",9.33548387096774,105.2,"HotDry","Dry","Hot"
"194","D","F68","F74",2010-05-15,2011-04-04,10.6229508196721,NA,"conservative",1,0,1,0,0,"F","multi",9.21333333333333,221.8,"HotDry","Dry","Hot"
"209","D","F68","F74",2010-05-15,2011-04-04,10.6229508196721,NA,"conservative",2,1,2,0,0,"F","multi",9.36129032258065,445.8,"ColdWet","Wet","Cold"
"196","D","F68","F74",2010-05-15,2011-04-04,10.6229508196721,NA,"conservative",3,2,3,0,0,"F","multi",8.64666666666667,944.15,"ColdWet","Wet","Cold"
"198","D","F68","F74",2010-05-15,2011-04-04,10.6229508196721,NA,"conservative",4,3,4,0,0,"F","multi",8.03225806451613,1459.2,"ColdWet","Wet","Cold"
"207","D","F68","F74",2010-05-15,2011-04-04,10.6229508196721,NA,"conservative",5,4,5,0,0,"F","multi",8.18387096774194,1628.3,"ColdWet","Wet","Cold"
"215","D","F68","F74",2010-05-15,2011-04-04,10.6229508196721,NA,"conservative",6,5,6,0,0,"F","multi",8.17,1201.72,"ColdDry","Dry","Cold"
"212","D","F68","F74",2010-05-15,2011-04-04,10.6229508196721,NA,"conservative",7,6,7,0,0,"F","multi",7.84516129032258,675.57,"ColdDry","Dry","Cold"
"197","D","F68","F74",2010-05-15,2011-04-04,10.6229508196721,NA,"conservative",8,7,8,0,0,"F","multi",6.54,276.37,"ColdDry","Dry","Cold"
"214","D","F68","F74",2010-05-15,2011-04-04,10.6229508196721,NA,"conservative",9,8,9,0,0,"F","multi",6.82903225806452,99.4,"ColdDry","Dry","Cold"
"199","D","F68","F74",2010-05-15,2011-04-04,10.6229508196721,NA,"conservative",10,9,10,0,0,"F","multi",7.15483870967742,0,"HotDry","Dry","Hot"
"195","D","F68","F74",2010-05-15,2011-04-04,10.6229508196721,NA,"conservative",11,10,11,1,0,"F","multi",8.75357142857143,0,"HotDry","Dry","Hot"
"25","A","F7","F8",2009-04-30,2010-03-12,10.3606557377049,"2009-04-15","conservative",1,0,1,0,1,"F","primi",9.7258064516129,47.2,"HotDry","Dry","Hot"
"27","A","F7","F8",2009-04-30,2010-03-12,10.3606557377049,"2009-04-15","conservative",2,1,2,0,1,"F","primi",10.1733333333333,65.4,"HotDry","Dry","Hot"
"26","A","F7","F8",2009-04-30,2010-03-12,10.3606557377049,"2009-04-15","conservative",3,2,3,0,1,"F","primi",10.8935483870968,161,"ColdWet","Wet","Cold"
"29","A","F7","F8",2009-04-30,2010-03-12,10.3606557377049,"2009-04-15","conservative",4,3,4,0,1,"F","primi",8.73,599.5,"ColdWet","Wet","Cold"
"28","A","F7","F8",2009-04-30,2010-03-12,10.3606557377049,"2009-04-15","conservative",5,4,5,0,1,"F","primi",8.38709677419355,931.6,"ColdWet","Wet","Cold"
"31","A","F7","F8",2009-04-30,2010-03-12,10.3606557377049,"2009-04-15","conservative",6,5,6,0,1,"F","primi",8.51935483870968,907.1,"ColdWet","Wet","Cold"
"30","A","F7","F8",2009-04-30,2010-03-12,10.3606557377049,"2009-04-15","conservative",7,6,7,0,1,"F","primi",7.51,540.2,"ColdDry","Dry","Cold"
"33","A","F7","F8",2009-04-30,2010-03-12,10.3606557377049,"2009-04-15","conservative",8,7,8,0,1,"F","primi",7.19032258064516,204.3,"ColdDry","Dry","Cold"
"35","A","F7","F8",2009-04-30,2010-03-12,10.3606557377049,"2009-04-15","conservative",9,8,9,0,1,"F","primi",6.40333333333333,99.5,"ColdDry","Dry","Cold"
"34","A","F7","F8",2009-04-30,2010-03-12,10.3606557377049,"2009-04-15","conservative",10,9,10,0,1,"F","primi",6.91612903225806,48.7,"ColdDry","Dry","Cold"
"32","A","F7","F8",2009-04-30,2010-03-12,10.3606557377049,"2009-04-15","conservative",11,10,11,1,1,"F","primi",8.33548387096774,33.7,"HotDry","Dry","Hot"
"252","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",1,0,1,0,0,"F","multi",8.33548387096774,55.7,"HotDry","Dry","Hot"
"255","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",2,1,2,0,0,"F","multi",8.93666666666667,125.8,"HotDry","Dry","Hot"
"253","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",3,2,3,0,0,"F","multi",7.56451612903226,421,"ColdWet","Wet","Cold"
"266","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",4,3,4,0,0,"F","multi",7.46,856.4,"ColdWet","Wet","Cold"
"259","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",5,4,5,0,0,"F","multi",7.23225806451613,1059.5,"ColdWet","Wet","Cold"
"260","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",6,5,6,0,0,"F","multi",7.57096774193548,960.8,"ColdWet","Wet","Cold"
"261","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",7,6,7,0,0,"F","multi",7.09333333333333,532.8,"ColdDry","Dry","Cold"
"264","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",8,7,8,0,0,"F","multi",6.02903225806452,297.3,"ColdDry","Dry","Cold"
"254","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",9,8,9,0,0,"F","multi",6.44333333333333,99.8,"ColdDry","Dry","Cold"
"251","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",10,9,10,0,0,"F","multi",6.53548387096774,41.9,"ColdDry","Dry","Cold"
"256","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",11,10,11,0,0,"F","multi",6.96451612903226,3.6,"HotDry","Dry","Hot"
"265","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",12,11,12,0,0,"F","multi",8.51034482758621,3.6,"HotDry","Dry","Hot"
"263","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",13,12,13,0,0,"F","multi",8.90645161290323,139.4,"HotDry","Dry","Hot"
"250","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",14,13,14,0,0,"F","multi",11.65,239.9,"HotDry","Dry","Hot"
"267","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",15,14,15,0,0,"F","multi",10.0225806451613,614.1,"ColdWet","Wet","Cold"
"258","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",16,15,16,0,0,"F","multi",7.51666666666667,637,"ColdWet","Wet","Cold"
"262","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",17,16,17,0,0,"F","multi",7.69677419354839,1198.3,"ColdWet","Wet","Cold"
"257","F-old","F82","F81",2007-04-25,2008-10-21,17.8688524590164,NA,"conservative",18,17,18,1,0,"F","multi",8.15161290322581,1031.4,"ColdWet","Wet","Cold"
"242","F-old","F79","F83",2007-01-10,2007-05-25,4.42622950819672,NA,"conservative",1,0,1,0,0,"F","multi",5.60322580645161,116.4,"ColdDry","Dry","Cold"
"243","F-old","F79","F83",2007-01-10,2007-05-25,4.42622950819672,NA,"conservative",2,1,2,0,0,"F","multi",6.3,21.8,"HotDry","Dry","Hot"
"246","F-old","F79","F83",2007-01-10,2007-05-25,4.42622950819672,NA,"conservative",3,2,3,0,0,"F","multi",8,1.5,"HotDry","Dry","Hot"
"245","F-old","F79","F83",2007-01-10,2007-05-25,4.42622950819672,NA,"conservative",4,3,4,0,0,"F","multi",8.56774193548387,39.3,"HotDry","Dry","Hot"
"244","F-old","F79","F83",2007-01-10,2007-05-25,4.42622950819672,NA,"conservative",5,4,5,1,0,"F","multi",8.22666666666667,95.3,"HotDry","Dry","Hot"
"268","G","F85","F84",2015-03-24,2015-04-14,0.688524590163934,NA,"conservative",1,0,1,1,0,"F","primi",9.31785714285714,46.6,"HotDry","Dry","Hot"
"37","A","F7","F9",2018-03-28,2018-06-25,2.91803278688525,NA,"conservative",1,0,1,0,0,"F","multi",8.19642857142857,5.2,"HotDry","Dry","Hot"
"38","A","F7","F9",2018-03-28,2018-06-25,2.91803278688525,NA,"conservative",2,1,2,0,0,"F","multi",8.73548387096774,63.1,"HotDry","Dry","Hot"
"36","A","F7","F9",2018-03-28,2018-06-25,2.91803278688525,NA,"conservative",3,2,3,1,0,"F","multi",10.05,134.9,"HotDry","Dry","Hot"
"855","Z","F254","M103",2008-08-14,2009-01-27,5.44262295081967,NA,"conservative",1,0,1,0,0,"M","multi",7.25161290322581,1123.6,"ColdWet","Wet","Cold"
"856","Z","F254","M103",2008-08-14,2009-01-27,5.44262295081967,NA,"conservative",2,1,2,0,0,"M","multi",7.99354838709677,1134.8,"ColdWet","Wet","Cold"
"858","Z","F254","M103",2008-08-14,2009-01-27,5.44262295081967,NA,"conservative",3,2,3,0,0,"M","multi",7.69333333333333,1017.2,"ColdDry","Dry","Cold"
"859","Z","F254","M103",2008-08-14,2009-01-27,5.44262295081967,NA,"conservative",4,3,4,0,0,"M","multi",7.86451612903226,497,"ColdDry","Dry","Cold"
"857","Z","F254","M103",2008-08-14,2009-01-27,5.44262295081967,NA,"conservative",5,4,5,0,0,"M","multi",5.91333333333333,155.8,"ColdDry","Dry","Cold"
"854","Z","F254","M103",2008-08-14,2009-01-27,5.44262295081967,NA,"conservative",6,5,6,1,0,"M","multi",6.29032258064516,109.2,"ColdDry","Dry","Cold"
"327","H1","F98","M104",2011-04-05,2011-06-05,2,NA,"conservative",1,0,1,0,0,"M","multi",8.74838709677419,4.5,"HotDry","Dry","Hot"
"328","H1","F98","M104",2011-04-05,2011-06-05,2,NA,"conservative",2,1,2,0,0,"M","multi",8.34666666666667,163.4,"HotDry","Dry","Hot"
"326","H1","F98","M104",2011-04-05,2011-06-05,2,NA,"conservative",3,2,3,1,0,"M","multi",8.6258064516129,448.2,"ColdWet","Wet","Cold"
"289","G","F88","M111",2012-06-07,2013-02-28,8.72131147540984,NA,"conservative",1,0,1,0,0,"M","multi",10.2483870967742,146.3,"ColdWet","Wet","Cold"
"277","G","F88","M111",2012-06-07,2013-02-28,8.72131147540984,NA,"conservative",2,1,2,0,0,"M","multi",8.26666666666667,466.8,"ColdWet","Wet","Cold"
"284","G","F88","M111",2012-06-07,2013-02-28,8.72131147540984,NA,"conservative",3,2,3,0,0,"M","multi",7.92258064516129,1088.4,"ColdWet","Wet","Cold"
"287","G","F88","M111",2012-06-07,2013-02-28,8.72131147540984,NA,"conservative",4,3,4,0,0,"M","multi",8.10322580645161,1324.4,"ColdWet","Wet","Cold"
"279","G","F88","M111",2012-06-07,2013-02-28,8.72131147540984,NA,"conservative",5,4,5,0,0,"M","multi",8.74666666666667,1149.4,"ColdDry","Dry","Cold"
"290","G","F88","M111",2012-06-07,2013-02-28,8.72131147540984,NA,"conservative",6,5,6,0,0,"M","multi",7.25483870967742,590.1,"ColdDry","Dry","Cold"
"286","G","F88","M111",2012-06-07,2013-02-28,8.72131147540984,NA,"conservative",7,6,7,0,0,"M","multi",7.27666666666667,238.1,"ColdDry","Dry","Cold"
"285","G","F88","M111",2012-06-07,2013-02-28,8.72131147540984,NA,"conservative",8,7,8,0,0,"M","multi",6.4741935483871,87.8,"ColdDry","Dry","Cold"
"278","G","F88","M111",2012-06-07,2013-02-28,8.72131147540984,NA,"conservative",9,8,9,1,0,"M","multi",7.87096774193548,23.2,"HotDry","Dry","Hot"
"388","L","F130","M112",2010-04-02,2010-12-02,8,NA,"conservative",1,0,1,0,0,"M","primi",9.10645161290323,89.2,"HotDry","Dry","Hot"
"396","L","F130","M112",2010-04-02,2010-12-02,8,NA,"conservative",2,1,2,0,0,"M","primi",9.53,162.2,"HotDry","Dry","Hot"
"389","L","F130","M112",2010-04-02,2010-12-02,8,NA,"conservative",3,2,3,0,0,"M","primi",9.24838709677419,335.8,"ColdWet","Wet","Cold"
"395","L","F130","M112",2010-04-02,2010-12-02,8,NA,"conservative",4,3,4,0,0,"M","primi",8.98666666666667,639.3,"ColdWet","Wet","Cold"
"393","L","F130","M112",2010-04-02,2010-12-02,8,NA,"conservative",5,4,5,0,0,"M","primi",8.08387096774194,1343.35,"ColdWet","Wet","Cold"
"392","L","F130","M112",2010-04-02,2010-12-02,8,NA,"conservative",6,5,6,0,0,"M","primi",8.05483870967742,1676.1,"ColdWet","Wet","Cold"
"390","L","F130","M112",2010-04-02,2010-12-02,8,NA,"conservative",7,6,7,0,0,"M","primi",8.41,1498.15,"ColdDry","Dry","Cold"
"391","L","F130","M112",2010-04-02,2010-12-02,8,NA,"conservative",8,7,8,0,0,"M","primi",7.90967741935484,851.02,"ColdDry","Dry","Cold"
"394","L","F130","M112",2010-04-02,2010-12-02,8,NA,"conservative",9,8,9,1,0,"M","primi",7.25333333333333,344.67,"ColdDry","Dry","Cold"
"473","M","F144","M116",2007-05-17,2007-10-01,4.49180327868852,NA,"conservative",1,0,1,0,0,"M","multi",8.53666666666667,108,"HotDry","Dry","Hot"
"470","M","F144","M116",2007-05-17,2007-10-01,4.49180327868852,NA,"conservative",2,1,2,0,0,"M","multi",8.26451612903226,314.1,"ColdWet","Wet","Cold"
"471","M","F144","M116",2007-05-17,2007-10-01,4.49180327868852,NA,"conservative",3,2,3,0,0,"M","multi",7.55333333333333,756.1,"ColdWet","Wet","Cold"
"469","M","F144","M116",2007-05-17,2007-10-01,4.49180327868852,NA,"conservative",4,3,4,0,0,"M","multi",6.99354838709677,961.5,"ColdWet","Wet","Cold"
"472","M","F144","M116",2007-05-17,2007-10-01,4.49180327868852,NA,"conservative",5,4,5,1,0,"M","multi",7.50645161290323,1016.2,"ColdWet","Wet","Cold"
"421","M","F133","M117",2007-07-13,2007-11-22,4.32786885245902,NA,"conservative",1,0,1,0,0,"M","multi",7.59333333333333,660.6,"ColdWet","Wet","Cold"
"417","M","F133","M117",2007-07-13,2007-11-22,4.32786885245902,NA,"conservative",2,1,2,0,0,"M","multi",7.05806451612903,919.7,"ColdWet","Wet","Cold"
"419","M","F133","M117",2007-07-13,2007-11-22,4.32786885245902,NA,"conservative",3,2,3,0,0,"M","multi",7.32258064516129,1075.4,"ColdWet","Wet","Cold"
"420","M","F133","M117",2007-07-13,2007-11-22,4.32786885245902,NA,"conservative",4,3,4,0,0,"M","multi",7.53333333333333,713.8,"ColdDry","Dry","Cold"
"418","M","F133","M117",2007-07-13,2007-11-22,4.32786885245902,NA,"conservative",5,4,5,1,0,"M","multi",6.25483870967742,468.6,"ColdDry","Dry","Cold"
"375","L","F121","M119",2007-08-21,2008-02-15,5.83606557377049,NA,"conservative",1,0,1,0,0,"M","multi",7.13870967741935,971.2,"ColdWet","Wet","Cold"
"374","L","F121","M119",2007-08-21,2008-02-15,5.83606557377049,NA,"conservative",2,1,2,0,0,"M","multi",7.47096774193548,1009.4,"ColdWet","Wet","Cold"
"376","L","F121","M119",2007-08-21,2008-02-15,5.83606557377049,NA,"conservative",3,2,3,0,0,"M","multi",7.3,563,"ColdDry","Dry","Cold"
"371","L","F121","M119",2007-08-21,2008-02-15,5.83606557377049,NA,"conservative",4,3,4,0,0,"M","multi",6.03225806451613,390.6,"ColdDry","Dry","Cold"
"372","L","F121","M119",2007-08-21,2008-02-15,5.83606557377049,NA,"conservative",5,4,5,0,0,"M","multi",6.58333333333333,113.8,"ColdDry","Dry","Cold"
"373","L","F121","M119",2007-08-21,2008-02-15,5.83606557377049,NA,"conservative",6,5,6,1,0,"M","multi",6.32258064516129,42,"ColdDry","Dry","Cold"
"702","T","F198","M122",2015-04-14,2016-01-19,9.18032786885246,NA,"conservative",1,0,1,0,0,"M","multi",9.84193548387097,59.6,"HotDry","Dry","Hot"
"696","T","F198","M122",2015-04-14,2016-01-19,9.18032786885246,NA,"conservative",2,1,2,0,0,"M","multi",9.68666666666667,205.9,"HotDry","Dry","Hot"
"698","T","F198","M122",2015-04-14,2016-01-19,9.18032786885246,NA,"conservative",3,2,3,0,0,"M","multi",9.9258064516129,333.7,"ColdWet","Wet","Cold"
"692","T","F198","M122",2015-04-14,2016-01-19,9.18032786885246,NA,"conservative",4,3,4,0,0,"M","multi",9.14333333333333,492.8,"ColdWet","Wet","Cold"
"697","T","F198","M122",2015-04-14,2016-01-19,9.18032786885246,NA,"conservative",5,4,5,0,0,"M","multi",10.1064516129032,617.7,"ColdWet","Wet","Cold"
"688","T","F198","M122",2015-04-14,2016-01-19,9.18032786885246,NA,"conservative",6,5,6,0,0,"M","multi",10.5967741935484,835.1,"ColdWet","Wet","Cold"
"691","T","F198","M122",2015-04-14,2016-01-19,9.18032786885246,NA,"conservative",7,6,7,0,0,"M","multi",11.96,749.5,"ColdDry","Dry","Cold"
"695","T","F198","M122",2015-04-14,2016-01-19,9.18032786885246,NA,"conservative",8,7,8,0,0,"M","multi",10.241935483871,641.8,"ColdDry","Dry","Cold"
"704","T","F198","M122",2015-04-14,2016-01-19,9.18032786885246,NA,"conservative",9,8,9,0,0,"M","multi",7.17666666666667,350.9,"ColdDry","Dry","Cold"
"701","T","F198","M122",2015-04-14,2016-01-19,9.18032786885246,NA,"conservative",10,9,10,1,0,"M","multi",7.13870967741935,246.7,"ColdDry","Dry","Cold"
"760","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",1,0,1,0,0,"M","multi",9.43,388.9,"HotDry","Dry","Hot"
"759","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",2,1,2,0,0,"M","multi",8.90322580645161,612.2,"ColdWet","Wet","Cold"
"761","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",3,2,3,0,0,"M","multi",7.87333333333333,1058,"ColdWet","Wet","Cold"
"770","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",4,3,4,0,0,"M","multi",7.97096774193548,1095,"ColdWet","Wet","Cold"
"778","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",5,4,5,0,0,"M","multi",8.39354838709677,1256,"ColdWet","Wet","Cold"
"763","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",6,5,6,0,0,"M","multi",7.9,888.3,"ColdDry","Dry","Cold"
"779","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",7,6,7,0,0,"M","multi",6.9,589.3,"ColdDry","Dry","Cold"
"768","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",8,7,8,0,0,"M","multi",6.42,126.8,"ColdDry","Dry","Cold"
"762","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",9,8,9,0,0,"M","multi",6.22903225806452,21.5,"ColdDry","Dry","Cold"
"777","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",10,9,10,0,0,"M","multi",8.64193548387097,10.5,"HotDry","Dry","Hot"
"771","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",11,10,11,0,0,"M","multi",9.47857142857143,4,"HotDry","Dry","Hot"
"781","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",12,11,12,0,0,"M","multi",9.64516129032258,59.6,"HotDry","Dry","Hot"
"780","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",13,12,13,0,0,"M","multi",9.91,208.4,"HotDry","Dry","Hot"
"774","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",14,13,14,0,0,"M","multi",9.68709677419355,368.3,"ColdWet","Wet","Cold"
"784","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",15,14,15,0,0,"M","multi",9.15,525.4,"ColdWet","Wet","Cold"
"765","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",16,15,16,0,0,"M","multi",10.3838709677419,674.6,"ColdWet","Wet","Cold"
"775","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",17,16,17,0,0,"M","multi",10.7903225806452,822.7,"ColdWet","Wet","Cold"
"782","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",18,17,18,0,0,"M","multi",12.1166666666667,716.9,"ColdDry","Dry","Cold"
"773","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",19,18,19,0,0,"M","multi",9.40645161290323,625.9,"ColdDry","Dry","Cold"
"776","T","F215","M125",2014-05-19,2015-12-30,19.344262295082,NA,"conservative",20,19,20,1,0,"M","multi",7.00666666666667,337.6,"ColdDry","Dry","Cold"
"674","R","F194","M128",2009-04-28,2010-02-24,9.90163934426229,NA,"conservative",1,0,1,0,0,"M","multi",9.64516129032258,47.2,"HotDry","Dry","Hot"
"678","R","F194","M128",2009-04-28,2010-02-24,9.90163934426229,NA,"conservative",2,1,2,0,0,"M","multi",10.1833333333333,65.4,"HotDry","Dry","Hot"
"670","R","F194","M128",2009-04-28,2010-02-24,9.90163934426229,NA,"conservative",3,2,3,0,0,"M","multi",10.8387096774194,156.4,"ColdWet","Wet","Cold"
"672","R","F194","M128",2009-04-28,2010-02-24,9.90163934426229,NA,"conservative",4,3,4,0,0,"M","multi",9.01666666666667,586.2,"ColdWet","Wet","Cold"
"679","R","F194","M128",2009-04-28,2010-02-24,9.90163934426229,NA,"conservative",5,4,5,0,0,"M","multi",8.37096774193548,925.6,"ColdWet","Wet","Cold"
"671","R","F194","M128",2009-04-28,2010-02-24,9.90163934426229,NA,"conservative",6,5,6,0,0,"M","multi",8.49354838709677,894.8,"ColdWet","Wet","Cold"
