"","Unit","Female","Infant","Date.swelling","Date.nextconception","Time.to.conception","Date.takeover","Dataset","Month","Time1","Time2","Conception","Takeover.fix","Sex.infant","Parity","Avg.temperature","Cumulative.rainfall","Season","Rainfall.cat","Temperature.cat"
"368","K","F118","F113",2018-02-17,2018-05-23,3.11475409836066,NA,"conservative",1,0,1,0,0,"F","multi",7.57096774193548,0,"HotDry","Dry","Hot"
"370","K","F118","F113",2018-02-17,2018-05-23,3.11475409836066,NA,"conservative",2,1,2,0,0,"F","multi",7.72142857142857,2.2,"HotDry","Dry","Hot"
"367","K","F118","F113",2018-02-17,2018-05-23,3.11475409836066,NA,"conservative",3,2,3,0,0,"F","multi",8.6258064516129,28.1,"HotDry","Dry","Hot"
"369","K","F118","F113",2018-02-17,2018-05-23,3.11475409836066,NA,"conservative",4,3,4,1,0,"F","multi",10.0966666666667,98.6,"HotDry","Dry","Hot"
"363","K","F114","F116",2014-04-05,2015-04-11,12.1639344262295,"2014-03-24","conservative",1,0,1,0,1,"F","multi",8.43548387096774,87.4,"HotDry","Dry","Hot"
"360","K","F114","F116",2014-04-05,2015-04-11,12.1639344262295,"2014-03-24","conservative",2,1,2,0,1,"F","multi",9.13666666666667,173.9,"HotDry","Dry","Hot"
"354","K","F114","F116",2014-04-05,2015-04-11,12.1639344262295,"2014-03-24","conservative",3,2,3,0,1,"F","multi",9.3258064516129,509.2,"ColdWet","Wet","Cold"
"364","K","F114","F116",2014-04-05,2015-04-11,12.1639344262295,"2014-03-24","conservative",4,3,4,0,1,"F","multi",8.56666666666667,864.5,"ColdWet","Wet","Cold"
"361","K","F114","F116",2014-04-05,2015-04-11,12.1639344262295,"2014-03-24","conservative",5,4,5,0,1,"F","multi",7.80322580645161,1210,"ColdWet","Wet","Cold"
"358","K","F114","F116",2014-04-05,2015-04-11,12.1639344262295,"2014-03-24","conservative",6,5,6,0,1,"F","multi",8.48709677419355,1268,"ColdWet","Wet","Cold"
"353","K","F114","F116",2014-04-05,2015-04-11,12.1639344262295,"2014-03-24","conservative",7,6,7,0,1,"F","multi",7.81666666666667,1057,"ColdDry","Dry","Cold"
"356","K","F114","F116",2014-04-05,2015-04-11,12.1639344262295,"2014-03-24","conservative",8,7,8,0,1,"F","multi",7.33870967741935,679.3,"ColdDry","Dry","Cold"
"362","K","F114","F116",2014-04-05,2015-04-11,12.1639344262295,"2014-03-24","conservative",9,8,9,0,1,"F","multi",6.92333333333333,272.3,"ColdDry","Dry","Cold"
"355","K","F114","F116",2014-04-05,2015-04-11,12.1639344262295,"2014-03-24","conservative",10,9,10,0,1,"F","multi",6.06129032258065,72.8,"ColdDry","Dry","Cold"
"357","K","F114","F116",2014-04-05,2015-04-11,12.1639344262295,"2014-03-24","conservative",11,10,11,0,1,"F","multi",7.10967741935484,18.5,"HotDry","Dry","Hot"
"359","K","F114","F116",2014-04-05,2015-04-11,12.1639344262295,"2014-03-24","conservative",12,11,12,0,1,"F","multi",9.39642857142857,2,"HotDry","Dry","Hot"
"365","K","F114","F116",2014-04-05,2015-04-11,12.1639344262295,"2014-03-24","conservative",13,12,13,1,1,"F","multi",9.67741935483871,51.1,"HotDry","Dry","Hot"
"366","K","F118","F119",2016-03-24,2016-04-12,0.622950819672131,NA,"conservative",1,0,1,1,0,"F","multi",10.5137931034483,65.5,"HotDry","Dry","Hot"
"387","L","F129","F124",2007-01-03,2007-02-12,1.31147540983607,NA,"conservative",1,0,1,0,0,"F","multi",5.59677419354839,115.9,"ColdDry","Dry","Cold"
"385","L","F129","F124",2007-01-03,2007-02-12,1.31147540983607,NA,"conservative",2,1,2,1,0,"F","multi",6.18387096774194,21.8,"HotDry","Dry","Hot"
"398","L","F131","F126",2007-05-19,2007-08-24,3.18032786885246,NA,"conservative",1,0,1,0,0,"F","multi",8.69,114.8,"HotDry","Dry","Hot"
"407","L","F131","F126",2007-05-19,2007-08-24,3.18032786885246,NA,"conservative",2,1,2,0,0,"F","multi",8.00322580645161,338.1,"ColdWet","Wet","Cold"
"405","L","F131","F126",2007-05-19,2007-08-24,3.18032786885246,NA,"conservative",3,2,3,0,0,"F","multi",7.55666666666667,789.6,"ColdWet","Wet","Cold"
"408","L","F131","F126",2007-05-19,2007-08-24,3.18032786885246,NA,"conservative",4,3,4,1,0,"F","multi",7.06774193548387,955.7,"ColdWet","Wet","Cold"
"5","A","F4","F13",2013-03-09,2013-08-27,5.60655737704918,"2013-03-01","uncertain",1,0,1,0,1,"F","multi",9.52857142857143,11.1,"HotDry","Dry","Hot"
"4","A","F4","F13",2013-03-09,2013-08-27,5.60655737704918,"2013-03-01","uncertain",2,1,2,0,1,"F","multi",9.1258064516129,21.7,"HotDry","Dry","Hot"
"6","A","F4","F13",2013-03-09,2013-08-27,5.60655737704918,"2013-03-01","uncertain",3,2,3,0,1,"F","multi",9.75666666666667,54.2,"HotDry","Dry","Hot"
"1","A","F4","F13",2013-03-09,2013-08-27,5.60655737704918,"2013-03-01","uncertain",4,3,4,0,1,"F","multi",9.63870967741935,146.8,"ColdWet","Wet","Cold"
"2","A","F4","F13",2013-03-09,2013-08-27,5.60655737704918,"2013-03-01","uncertain",5,4,5,0,1,"F","multi",8.32333333333333,616.6,"ColdWet","Wet","Cold"
"3","A","F4","F13",2013-03-09,2013-08-27,5.60655737704918,"2013-03-01","uncertain",6,5,6,1,1,"F","multi",7.73225806451613,1721.6,"ColdWet","Wet","Cold"
"383","L","F125","F132",2007-05-19,2007-12-19,7.01639344262295,NA,"conservative",1,0,1,0,0,"F","multi",8.69,114.8,"HotDry","Dry","Hot"
"379","L","F125","F132",2007-05-19,2007-12-19,7.01639344262295,NA,"conservative",2,1,2,0,0,"F","multi",8.00322580645161,338.1,"ColdWet","Wet","Cold"
"384","L","F125","F132",2007-05-19,2007-12-19,7.01639344262295,NA,"conservative",3,2,3,0,0,"F","multi",7.55666666666667,789.6,"ColdWet","Wet","Cold"
"378","L","F125","F132",2007-05-19,2007-12-19,7.01639344262295,NA,"conservative",4,3,4,0,0,"F","multi",7.06774193548387,955.7,"ColdWet","Wet","Cold"
"377","L","F125","F132",2007-05-19,2007-12-19,7.01639344262295,NA,"conservative",5,4,5,0,0,"F","multi",7.49032258064516,997.2,"ColdWet","Wet","Cold"
"380","L","F125","F132",2007-05-19,2007-12-19,7.01639344262295,NA,"conservative",6,5,6,0,0,"F","multi",7.33666666666667,596.4,"ColdDry","Dry","Cold"
"381","L","F125","F132",2007-05-19,2007-12-19,7.01639344262295,NA,"conservative",7,6,7,0,0,"F","multi",6.01935483870968,412.1,"ColdDry","Dry","Cold"
"382","L","F125","F132",2007-05-19,2007-12-19,7.01639344262295,NA,"conservative",8,7,8,1,0,"F","multi",6.72,146.3,"ColdDry","Dry","Cold"
"459","M","F142","F135",2007-01-11,2007-06-14,5.04918032786885,NA,"conservative",1,0,1,0,0,"F","multi",5.58709677419355,79.4,"ColdDry","Dry","Cold"
"466","M","F142","F135",2007-01-11,2007-06-14,5.04918032786885,NA,"conservative",2,1,2,0,0,"F","multi",6.35161290322581,21.8,"HotDry","Dry","Hot"
"464","M","F142","F135",2007-01-11,2007-06-14,5.04918032786885,NA,"conservative",3,2,3,0,0,"F","multi",8.07857142857143,2.5,"HotDry","Dry","Hot"
"467","M","F142","F135",2007-01-11,2007-06-14,5.04918032786885,NA,"conservative",4,3,4,0,0,"F","multi",8.52903225806452,42.9,"HotDry","Dry","Hot"
"462","M","F142","F135",2007-01-11,2007-06-14,5.04918032786885,NA,"conservative",5,4,5,0,0,"F","multi",8.21333333333333,95.3,"HotDry","Dry","Hot"
"461","M","F142","F135",2007-01-11,2007-06-14,5.04918032786885,NA,"conservative",6,5,6,1,0,"F","multi",8.54516129032258,189.4,"ColdWet","Wet","Cold"
"492","M2","F152","F140",2019-03-25,2019-04-24,0.983606557377049,NA,"conservative",1,0,1,1,0,"F","multi",11.125,17.2,"HotDry","Dry","Hot"
"521","M","F160","F145",2006-06-14,2007-01-10,6.88524590163934,NA,"conservative",1,0,1,0,0,"F","multi",8.73870967741935,224.3,"ColdWet","Wet","Cold"
"519","M","F160","F145",2006-06-14,2007-01-10,6.88524590163934,NA,"conservative",2,1,2,0,0,"F","multi",7.84333333333333,556.1,"ColdWet","Wet","Cold"
"522","M","F160","F145",2006-06-14,2007-01-10,6.88524590163934,NA,"conservative",3,2,3,0,0,"F","multi",8.09354838709677,815.2,"ColdWet","Wet","Cold"
"518","M","F160","F145",2006-06-14,2007-01-10,6.88524590163934,NA,"conservative",4,3,4,0,0,"F","multi",7.54516129032258,1062.3,"ColdWet","Wet","Cold"
"516","M","F160","F145",2006-06-14,2007-01-10,6.88524590163934,NA,"conservative",5,4,5,0,0,"F","multi",7.52333333333333,801.2,"ColdDry","Dry","Cold"
"520","M","F160","F145",2006-06-14,2007-01-10,6.88524590163934,NA,"conservative",6,5,6,0,0,"F","multi",7.34516129032258,536.9,"ColdDry","Dry","Cold"
"517","M","F160","F145",2006-06-14,2007-01-10,6.88524590163934,NA,"conservative",7,6,7,1,0,"F","multi",5.53333333333333,162.3,"ColdDry","Dry","Cold"
"509","M1","F159","F146",2016-04-04,2017-02-03,10,NA,"conservative",1,0,1,0,0,"F","primi",10.8483870967742,64.4,"HotDry","Dry","Hot"
"515","M1","F159","F146",2016-04-04,2017-02-03,10,NA,"conservative",2,1,2,0,0,"F","primi",10.83,110.8,"HotDry","Dry","Hot"
"505","M1","F159","F146",2016-04-04,2017-02-03,10,NA,"conservative",3,2,3,0,0,"F","primi",9.93548387096774,358.7,"ColdWet","Wet","Cold"
"506","M1","F159","F146",2016-04-04,2017-02-03,10,NA,"conservative",4,3,4,0,0,"F","primi",9.04333333333333,703.5,"ColdWet","Wet","Cold"
"507","M1","F159","F146",2016-04-04,2017-02-03,10,NA,"conservative",5,4,5,0,0,"F","primi",8.38709677419355,1123.9,"ColdWet","Wet","Cold"
"514","M1","F159","F146",2016-04-04,2017-02-03,10,NA,"conservative",6,5,6,0,0,"F","primi",8.54838709677419,1345.7,"ColdWet","Wet","Cold"
"508","M1","F159","F146",2016-04-04,2017-02-03,10,NA,"conservative",7,6,7,0,0,"F","primi",9.57333333333333,1249.95,"ColdDry","Dry","Cold"
"513","M1","F159","F146",2016-04-04,2017-02-03,10,NA,"conservative",8,7,8,0,0,"F","primi",8.4258064516129,959.15,"ColdDry","Dry","Cold"
"511","M1","F159","F146",2016-04-04,2017-02-03,10,NA,"conservative",9,8,9,0,0,"F","primi",7.28333333333333,489.45,"ColdDry","Dry","Cold"
"512","M1","F159","F146",2016-04-04,2017-02-03,10,NA,"conservative",10,9,10,0,0,"F","primi",7.16129032258065,176,"ColdDry","Dry","Cold"
"510","M1","F159","F146",2016-04-04,2017-02-03,10,NA,"conservative",11,10,11,1,0,"F","primi",7.57741935483871,0,"HotDry","Dry","Hot"
"542","M2","F161","F147",2018-08-31,2019-02-14,5.47540983606557,NA,"conservative",1,0,1,0,0,"F","multi",7.90645161290323,1288.1,"ColdWet","Wet","Cold"
"543","M2","F161","F147",2018-08-31,2019-02-14,5.47540983606557,NA,"conservative",2,1,2,0,0,"F","multi",8.21935483870968,1101.15,"ColdWet","Wet","Cold"
"544","M2","F161","F147",2018-08-31,2019-02-14,5.47540983606557,NA,"conservative",3,2,3,0,0,"F","multi",8.30645161290323,796,"ColdDry","Dry","Cold"
"547","M2","F161","F147",2018-08-31,2019-02-14,5.47540983606557,NA,"conservative",4,3,4,0,0,"F","multi",7.70322580645161,396.1,"ColdDry","Dry","Cold"
"528","M2","F161","F147",2018-08-31,2019-02-14,5.47540983606557,NA,"conservative",5,4,5,0,0,"F","multi",7.47741935483871,220.9,"ColdDry","Dry","Cold"
"532","M2","F161","F147",2018-08-31,2019-02-14,5.47540983606557,NA,"conservative",6,5,6,1,0,"F","multi",6.9,68.4,"ColdDry","Dry","Cold"
"539","M2","F161","F149",2013-08-15,2014-03-11,6.81967213114754,"2013-07-30","conservative",1,0,1,0,1,"F","multi",7.93870967741935,1751.4,"ColdWet","Wet","Cold"
"535","M2","F161","F149",2013-08-15,2014-03-11,6.81967213114754,"2013-07-30","conservative",2,1,2,0,1,"F","multi",8.01935483870968,1888.8,"ColdWet","Wet","Cold"
"546","M2","F161","F149",2013-08-15,2014-03-11,6.81967213114754,"2013-07-30","conservative",3,2,3,0,1,"F","multi",7.46666666666667,1346.2,"ColdDry","Dry","Cold"
"541","M2","F161","F149",2013-08-15,2014-03-11,6.81967213114754,"2013-07-30","conservative",4,3,4,0,1,"F","multi",7.09354838709677,605.6,"ColdDry","Dry","Cold"
"548","M2","F161","F149",2013-08-15,2014-03-11,6.81967213114754,"2013-07-30","conservative",5,4,5,0,1,"F","multi",6.31333333333333,307.8,"ColdDry","Dry","Cold"
"525","M2","F161","F149",2013-08-15,2014-03-11,6.81967213114754,"2013-07-30","conservative",6,5,6,0,1,"F","multi",6.56451612903226,68.6,"ColdDry","Dry","Cold"
"545","M2","F161","F149",2013-08-15,2014-03-11,6.81967213114754,"2013-07-30","conservative",7,6,7,1,1,"F","multi",7.31935483870968,35.9,"HotDry","Dry","Hot"
"445","M1","F138","F150",2018-03-29,2018-12-20,8.72131147540984,NA,"conservative",1,0,1,0,0,"F","primi",8.24827586206897,5.2,"HotDry","Dry","Hot"
"442","M1","F138","F150",2018-03-29,2018-12-20,8.72131147540984,NA,"conservative",2,1,2,0,0,"F","primi",8.70967741935484,63.1,"HotDry","Dry","Hot"
"441","M1","F138","F150",2018-03-29,2018-12-20,8.72131147540984,NA,"conservative",3,2,3,0,0,"F","primi",10.0366666666667,139.7,"HotDry","Dry","Hot"
"444","M1","F138","F150",2018-03-29,2018-12-20,8.72131147540984,NA,"conservative",4,3,4,0,0,"F","primi",8.60645161290323,501.9,"ColdWet","Wet","Cold"
"440","M1","F138","F150",2018-03-29,2018-12-20,8.72131147540984,NA,"conservative",5,4,5,0,0,"F","primi",8.14,896.8,"ColdWet","Wet","Cold"
"443","M1","F138","F150",2018-03-29,2018-12-20,8.72131147540984,NA,"conservative",6,5,6,0,0,"F","primi",7.89677419354839,1251.5,"ColdWet","Wet","Cold"
"447","M1","F138","F150",2018-03-29,2018-12-20,8.72131147540984,NA,"conservative",7,6,7,0,0,"F","primi",8.19032258064516,1108.4,"ColdWet","Wet","Cold"
"446","M1","F138","F150",2018-03-29,2018-12-20,8.72131147540984,NA,"conservative",8,7,8,0,0,"F","primi",8.32666666666667,808.1,"ColdDry","Dry","Cold"
"448","M1","F138","F150",2018-03-29,2018-12-20,8.72131147540984,NA,"conservative",9,8,9,1,0,"F","primi",7.72903225806452,435.1,"ColdDry","Dry","Cold"
"437","M2","F135","F151",2013-08-15,2014-03-11,6.81967213114754,"2013-07-30","conservative",1,0,1,0,1,"F","primi",7.93870967741935,1751.4,"ColdWet","Wet","Cold"
"426","M2","F135","F151",2013-08-15,2014-03-11,6.81967213114754,"2013-07-30","conservative",2,1,2,0,1,"F","primi",8.01935483870968,1888.8,"ColdWet","Wet","Cold"
"428","M2","F135","F151",2013-08-15,2014-03-11,6.81967213114754,"2013-07-30","conservative",3,2,3,0,1,"F","primi",7.46666666666667,1346.2,"ColdDry","Dry","Cold"
"425","M2","F135","F151",2013-08-15,2014-03-11,6.81967213114754,"2013-07-30","conservative",4,3,4,0,1,"F","primi",7.09354838709677,605.6,"ColdDry","Dry","Cold"
"438","M2","F135","F151",2013-08-15,2014-03-11,6.81967213114754,"2013-07-30","conservative",5,4,5,0,1,"F","primi",6.31333333333333,307.8,"ColdDry","Dry","Cold"
"436","M2","F135","F151",2013-08-15,2014-03-11,6.81967213114754,"2013-07-30","conservative",6,5,6,0,1,"F","primi",6.56451612903226,68.6,"ColdDry","Dry","Cold"
"434","M2","F135","F151",2013-08-15,2014-03-11,6.81967213114754,"2013-07-30","conservative",7,6,7,1,1,"F","primi",7.31935483870968,35.9,"HotDry","Dry","Hot"
"477","M1","F145","F154",2015-05-26,2015-12-17,6.72131147540984,NA,"conservative",1,0,1,0,0,"F","multi",9.84,243.2,"HotDry","Dry","Hot"
"474","M1","F145","F154",2015-05-26,2015-12-17,6.72131147540984,NA,"conservative",2,1,2,0,0,"F","multi",9.21290322580645,392.7,"ColdWet","Wet","Cold"
"475","M1","F145","F154",2015-05-26,2015-12-17,6.72131147540984,NA,"conservative",3,2,3,0,0,"F","multi",9.67,602.9,"ColdWet","Wet","Cold"
"476","M1","F145","F154",2015-05-26,2015-12-17,6.72131147540984,NA,"conservative",4,3,4,0,0,"F","multi",10.7,739,"ColdWet","Wet","Cold"
"480","M1","F145","F154",2015-05-26,2015-12-17,6.72131147540984,NA,"conservative",5,4,5,0,0,"F","multi",10.8903225806452,767.1,"ColdWet","Wet","Cold"
"481","M1","F145","F154",2015-05-26,2015-12-17,6.72131147540984,NA,"conservative",6,5,6,0,0,"F","multi",12.0633333333333,641,"ColdDry","Dry","Cold"
"479","M1","F145","F154",2015-05-26,2015-12-17,6.72131147540984,NA,"conservative",7,6,7,1,0,"F","multi",8.10967741935484,526.7,"ColdDry","Dry","Cold"
"484","M1","F148","F156",2013-06-05,2014-03-03,8.88524590163934,"2013-02-25","conservative",1,0,1,0,1,"F","multi",9.6741935483871,151.4,"ColdWet","Wet","Cold"
"487","M1","F148","F156",2013-06-05,2014-03-03,8.88524590163934,"2013-02-25","conservative",2,1,2,0,1,"F","multi",8.46333333333333,533.3,"ColdWet","Wet","Cold"
"490","M1","F148","F156",2013-06-05,2014-03-03,8.88524590163934,"2013-02-25","conservative",3,2,3,0,1,"F","multi",7.75806451612903,1654,"ColdWet","Wet","Cold"
"482","M1","F148","F156",2013-06-05,2014-03-03,8.88524590163934,"2013-02-25","conservative",4,3,4,0,1,"F","multi",8.09354838709677,1872.5,"ColdWet","Wet","Cold"
"486","M1","F148","F156",2013-06-05,2014-03-03,8.88524590163934,"2013-02-25","conservative",5,4,5,0,1,"F","multi",7.68,1782.5,"ColdDry","Dry","Cold"
"483","M1","F148","F156",2013-06-05,2014-03-03,8.88524590163934,"2013-02-25","conservative",6,5,6,0,1,"F","multi",7.18709677419355,720,"ColdDry","Dry","Cold"
"485","M1","F148","F156",2013-06-05,2014-03-03,8.88524590163934,"2013-02-25","conservative",7,6,7,0,1,"F","multi",6.9,446.6,"ColdDry","Dry","Cold"
"488","M1","F148","F156",2013-06-05,2014-03-03,8.88524590163934,"2013-02-25","conservative",8,7,8,0,1,"F","multi",6.02258064516129,133.6,"ColdDry","Dry","Cold"
"489","M1","F148","F156",2013-06-05,2014-03-03,8.88524590163934,"2013-02-25","conservative",9,8,9,1,1,"F","multi",7.38387096774194,44.3,"HotDry","Dry","Hot"
"575","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",1,0,1,0,0,"F","primi",10.7645161290323,64.4,"HotDry","Dry","Hot"
"580","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",2,1,2,0,0,"F","primi",10.7166666666667,143.8,"HotDry","Dry","Hot"
"569","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",3,2,3,0,0,"F","primi",10.1064516129032,387.8,"ColdWet","Wet","Cold"
"585","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",4,3,4,0,0,"F","primi",8.86666666666667,769.5,"ColdWet","Wet","Cold"
"577","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",5,4,5,0,0,"F","primi",8.32903225806452,1169.9,"ColdWet","Wet","Cold"
"572","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",6,5,6,0,0,"F","primi",8.50967741935484,1351.6,"ColdWet","Wet","Cold"
"584","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",7,6,7,0,0,"F","primi",9.54,1191.95,"ColdDry","Dry","Cold"
"581","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",8,7,8,0,0,"F","primi",8.33548387096774,880.15,"ColdDry","Dry","Cold"
"576","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",9,8,9,0,0,"F","primi",7.24333333333333,454.45,"ColdDry","Dry","Cold"
"571","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",10,9,10,0,0,"F","primi",7.21935483870968,168,"ColdDry","Dry","Cold"
"570","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",11,10,11,0,0,"F","primi",7.75806451612903,0,"HotDry","Dry","Hot"
"583","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",12,11,12,0,0,"F","primi",8.50357142857143,48.8,"HotDry","Dry","Hot"
"574","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",13,12,13,0,0,"F","primi",9.80967741935484,86.1,"HotDry","Dry","Hot"
"578","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",14,13,14,0,0,"F","primi",9.55333333333333,288.8,"HotDry","Dry","Hot"
"582","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",15,14,15,0,0,"F","primi",9.52258064516129,520.9,"ColdWet","Wet","Cold"
"573","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",16,15,16,0,0,"F","primi",9.77333333333333,774.8,"ColdWet","Wet","Cold"
"579","M1","F167","F164",2016-04-07,2017-08-16,16.2622950819672,NA,"conservative",17,16,17,1,0,"F","primi",8.85806451612903,1038.7,"ColdWet","Wet","Cold"
"500","M","F155","F167",2010-04-15,2011-03-25,11.2786885245902,"2010-01-31","conservative",1,0,1,0,1,"F","multi",9.47741935483871,140,"HotDry","Dry","Hot"
"504","M","F155","F167",2010-04-15,2011-03-25,11.2786885245902,"2010-01-31","conservative",2,1,2,0,1,"F","multi",9.21333333333333,221.8,"HotDry","Dry","Hot"
"497","M","F155","F167",2010-04-15,2011-03-25,11.2786885245902,"2010-01-31","conservative",3,2,3,0,1,"F","multi",9.36129032258065,445.8,"ColdWet","Wet","Cold"
"496","M","F155","F167",2010-04-15,2011-03-25,11.2786885245902,"2010-01-31","conservative",4,3,4,0,1,"F","multi",8.64666666666667,944.15,"ColdWet","Wet","Cold"
"493","M","F155","F167",2010-04-15,2011-03-25,11.2786885245902,"2010-01-31","conservative",5,4,5,0,1,"F","multi",8.03225806451613,1459.2,"ColdWet","Wet","Cold"
"501","M","F155","F167",2010-04-15,2011-03-25,11.2786885245902,"2010-01-31","conservative",6,5,6,0,1,"F","multi",8.18387096774194,1628.3,"ColdWet","Wet","Cold"
"499","M","F155","F167",2010-04-15,2011-03-25,11.2786885245902,"2010-01-31","conservative",7,6,7,0,1,"F","multi",8.17,1201.72,"ColdDry","Dry","Cold"
"498","M","F155","F167",2010-04-15,2011-03-25,11.2786885245902,"2010-01-31","conservative",8,7,8,0,1,"F","multi",7.84516129032258,675.57,"ColdDry","Dry","Cold"
"503","M","F155","F167",2010-04-15,2011-03-25,11.2786885245902,"2010-01-31","conservative",9,8,9,0,1,"F","multi",6.54,276.37,"ColdDry","Dry","Cold"
"495","M","F155","F167",2010-04-15,2011-03-25,11.2786885245902,"2010-01-31","conservative",10,9,10,0,1,"F","multi",6.82903225806452,99.4,"ColdDry","Dry","Cold"
"502","M","F155","F167",2010-04-15,2011-03-25,11.2786885245902,"2010-01-31","conservative",11,10,11,0,1,"F","multi",7.15483870967742,0,"HotDry","Dry","Hot"
"494","M","F155","F167",2010-04-15,2011-03-25,11.2786885245902,"2010-01-31","conservative",12,11,12,1,1,"F","multi",8.75357142857143,0,"HotDry","Dry","Hot"
"478","M1","F145","F169",2018-03-01,2018-03-11,0.327868852459016,NA,"conservative",1,0,1,1,0,"F","multi",8.07857142857143,2.2,"HotDry","Dry","Hot"
"618","N","F176","F175",2018-06-30,2019-05-28,10.8852459016393,NA,"conservative",1,0,1,0,0,"F","multi",8.63225806451613,507.55,"ColdWet","Wet","Cold"
"617","N","F176","F175",2018-06-30,2019-05-28,10.8852459016393,NA,"conservative",2,1,2,0,0,"F","multi",8.09666666666667,905.3,"ColdWet","Wet","Cold"
"604","N","F176","F175",2018-06-30,2019-05-28,10.8852459016393,NA,"conservative",3,2,3,0,0,"F","multi",7.88709677419355,1289.5,"ColdWet","Wet","Cold"
"621","N","F176","F175",2018-06-30,2019-05-28,10.8852459016393,NA,"conservative",4,3,4,0,0,"F","multi",8.21935483870968,1101.15,"ColdWet","Wet","Cold"
"616","N","F176","F175",2018-06-30,2019-05-28,10.8852459016393,NA,"conservative",5,4,5,0,0,"F","multi",8.31666666666667,799.6,"ColdDry","Dry","Cold"
"615","N","F176","F175",2018-06-30,2019-05-28,10.8852459016393,NA,"conservative",6,5,6,0,0,"F","multi",7.70322580645161,396.1,"ColdDry","Dry","Cold"
"619","N","F176","F175",2018-06-30,2019-05-28,10.8852459016393,NA,"conservative",7,6,7,0,0,"F","multi",7.52,220.9,"ColdDry","Dry","Cold"
"605","N","F176","F175",2018-06-30,2019-05-28,10.8852459016393,NA,"conservative",8,7,8,0,0,"F","multi",6.84838709677419,68.4,"ColdDry","Dry","Cold"
"613","N","F176","F175",2018-06-30,2019-05-28,10.8852459016393,NA,"conservative",9,8,9,0,0,"F","multi",8.87096774193548,13,"HotDry","Dry","Hot"
"610","N","F176","F175",2018-06-30,2019-05-28,10.8852459016393,NA,"conservative",10,9,10,0,0,"F","multi",11.2633333333333,17.3,"HotDry","Dry","Hot"
"620","N","F176","F175",2018-06-30,2019-05-28,10.8852459016393,NA,"conservative",11,10,11,1,0,"F","multi",10.3774193548387,66.4,"HotDry","Dry","Hot"
"597","N","F174","F177",2016-06-21,2017-05-15,10.7540983606557,"2016-04-15","conservative",1,0,1,0,1,"F","multi",9.91290322580645,494.6,"ColdWet","Wet","Cold"
"602","N","F174","F177",2016-06-21,2017-05-15,10.7540983606557,"2016-04-15","conservative",2,1,2,0,1,"F","multi",8.34,883,"ColdWet","Wet","Cold"
"601","N","F174","F177",2016-06-21,2017-05-15,10.7540983606557,"2016-04-15","conservative",3,2,3,0,1,"F","multi",8.5741935483871,1274.4,"ColdWet","Wet","Cold"
"596","N","F174","F177",2016-06-21,2017-05-15,10.7540983606557,"2016-04-15","conservative",4,3,4,0,1,"F","multi",8.85161290322581,1363.55,"ColdWet","Wet","Cold"
"593","N","F174","F177",2016-06-21,2017-05-15,10.7540983606557,"2016-04-15","conservative",5,4,5,0,1,"F","multi",9.15333333333333,1184.45,"ColdDry","Dry","Cold"
"600","N","F174","F177",2016-06-21,2017-05-15,10.7540983606557,"2016-04-15","conservative",6,5,6,0,1,"F","multi",7.50967741935484,623.45,"ColdDry","Dry","Cold"
"595","N","F174","F177",2016-06-21,2017-05-15,10.7540983606557,"2016-04-15","conservative",7,6,7,0,1,"F","multi",7.44,281.1,"ColdDry","Dry","Cold"
"592","N","F174","F177",2016-06-21,2017-05-15,10.7540983606557,"2016-04-15","conservative",8,7,8,0,1,"F","multi",6.97741935483871,60.5,"ColdDry","Dry","Cold"
"594","N","F174","F177",2016-06-21,2017-05-15,10.7540983606557,"2016-04-15","conservative",9,8,9,0,1,"F","multi",8.6741935483871,47.9,"HotDry","Dry","Hot"
"599","N","F174","F177",2016-06-21,2017-05-15,10.7540983606557,"2016-04-15","conservative",10,9,10,0,1,"F","multi",9.13214285714286,69.8,"HotDry","Dry","Hot"
"598","N","F174","F177",2016-06-21,2017-05-15,10.7540983606557,"2016-04-15","conservative",11,10,11,1,1,"F","multi",9.8,98.6,"HotDry","Dry","Hot"
"631","N","F180","F179",2016-04-21,2017-03-06,10.4590163934426,"2016-04-15","uncertain",1,0,1,0,1,"F","multi",10.9548387096774,65.9,"HotDry","Dry","Hot"
